abcd_status,audited_shared_helpers,boundary_helpers,catalog_status,contract_sha256,contract_text,direct_shared_helpers,ensures,implementation_body_status,input_order,law_constrained_helpers,module,private_helper_callee_closure,proof_order,proof_status,reachable_shared_helpers,requires,semantic_family,source_backed_helpers,source_excerpt,source_reference,target,unsafe_intrinsic_trait_allocator_dependencies
B,array_ref_view,,generated-new-real-relation-spec,43ae96c3a5731bdbf4f558db7acc6e0b60408c243442e031dc06c69caf810bdf,"pub assume_specification<T, const N: usize>[ <[T]>::as_array::<N> ]( slice: &[T], ) -> (ret: Option<&[T; N]>) ensures slice@.len() == N ==> ret.is_some() && array_ref_view(ret.unwrap()) == slice@, slice@.len() != N ==> ret.is_none(), ;",array_ref_view,"result.is_some() <==> old(self)@.len() == N; when Some(a), array_view(a) == old(self)@ and array length is N; when mutable Some(a), final(self)@ == array_view(final(a)); when None, final(self)@ == old(self)@",source_body_extracted:efbfcb6441f004405e90bfcd0530b077ad2ce4f32d957ddff3107b2a9b669545:proof_manifests/011_core_slice_as_array/source_body.json,11,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/011_core_slice_as_array/dependency_assumption_manifest.json,index=96;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_array_ref_boundary,array_ref_view,none beyond documented Rust panic/unsafe domains,views-and-fixed-subranges,array_ref_view,pub const fn as_array<const N: usize>(&self) -> Option<&[T; N]>,core/src/slice/mod.rs:853,core::slice::as_array,"categories=raw_pointer_or_provenance,unsafe; manifest=proof_manifests/011_core_slice_as_array/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,3b57534adcd1c2d3cf18052a45f2e11ea9dfc2889dcef6ab4586a35bc8501ef9,"pub assume_specification<T, const N: usize>[ <[T]>::as_chunks::<N> ]( slice: &[T], ) -> (ret: (&[[T; N]], &[T])) requires N != 0, ensures slice_array_chunks_partition::<T, N>(slice@, ret.0@, ret.1@), ;",slice_array_chunks_partition,"returned chunks then remainder partition old(self)@ exactly; chunks@.len() == old(self)@.len() / N and remainder@.len() == old(self)@.len() % N; flatten_array_chunks(chunks@, N) + remainder@, in source order, equals old(self)@",source_body_extracted:9c4af13742dd8487899f401b86e30b861c36502191a1600057eb26d1ef9e7234:proof_manifests/012_core_slice_as_chunks/source_body.json,12,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/012_core_slice_as_chunks/dependency_assumption_manifest.json,index=123;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_shaped_split_at_unchecked_raw_parts_boundary_and_as_chunks_unchecked_array_chunk_boundary:proof_inventory/raw_slice_start_pointer_tail_consumers_20260818T0802Z/evidence/012_core_slice_as_chunks_actual.stdout,array_value_view;flatten_array_chunks;slice_array_chunks_partition,N != 0,iterator-splitting-and-chunking,array_value_view;flatten_array_chunks;source-shaped split_at_unchecked helper,"pub const fn as_chunks<const N: usize>(&self) -> (&[[T; N]], &[T])",core/src/slice/mod.rs:1399,core::slice::as_chunks,"categories=panic_or_bounds,unsafe via reviewed split_at_unchecked and as_chunks_unchecked boundaries; manifest=proof_manifests/012_core_slice_as_chunks/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,8c6cc8f88b4de3b1f2c2c1a25965e3744c851cf8ac05d251cc0effd85d0f590e,"pub assume_specification<T, const N: usize>[ <[T]>::as_chunks_mut::<N> ]( slice: &mut [T], ) -> (ret: (&mut [[T; N]], &mut [T])) requires N != 0, ensures slice_array_chunks_partition::<T, N>(old(slice)@, ret.0@, ret.1@), final(slice)@ == flatten_array_chunks::<T, N>(final(ret.0)@) + final(ret.1)@, ;",flatten_array_chunks;slice_array_chunks_partition,"returned chunks then remainder partition old(self)@ exactly; chunks@.len() == old(self)@.len() / N and remainder@.len() == old(self)@.len() % N; flatten_array_chunks(chunks@, N) + remainder@, in source order, equals old(self)@; final(self)@ is final mutable chunks flattened with final remainder, preserving source order and full frame",source_body_extracted:53fb689ca4c691d2e432cbea572e07fcc1c5cd487734c27f9d0b82841f5b7ae8:proof_manifests/013_core_slice_as_chunks_mut/source_body.json,13,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/013_core_slice_as_chunks_mut/dependency_assumption_manifest.json,index=120;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_shaped_split_at_mut_unchecked_raw_parts_final_frame_boundary_and_as_chunks_unchecked_mut_array_chunk_final_frame_boundary:proof_inventory/raw_slice_start_pointer_tail_consumers_20260818T0802Z/evidence/013_core_slice_as_chunks_mut_actual.stdout,array_value_view;flatten_array_chunks;slice_array_chunks_partition,N != 0,iterator-splitting-and-chunking,array_value_view;flatten_array_chunks;source-shaped split_at_mut_unchecked helper,"pub const fn as_chunks_mut<const N: usize>(&mut self) -> (&mut [[T; N]], &mut [T])",core/src/slice/mod.rs:1555,core::slice::as_chunks_mut,"categories=panic_or_bounds,unsafe via reviewed split_at_mut_unchecked and as_chunks_unchecked_mut boundaries; manifest=proof_manifests/013_core_slice_as_chunks_mut/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,0d342b93267baa83df2dd43ffee6dcc76c257cf313c3f7d6a0c76f7bd309eab1,"pub assume_specification<T, const N: usize>[ <[T]>::as_chunks_unchecked::<N> ]( slice: &[T], ) -> (ret: &[[T; N]]) requires N != 0, slice@.len() % (N as nat) == 0, ensures flatten_array_chunks::<T, N>(ret@) == slice@, ;",flatten_array_chunks,"flatten_array_chunks(result@, N) == old(self)@; result@.len() == old(self)@.len() / N",source_body_extracted:1af5889426d173ab1e019f11a75a4697ca2a0e9e0a280108402b7b5ca699ddc3:proof_manifests/014_core_slice_as_chunks_unchecked/source_body.json,14,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/014_core_slice_as_chunks_unchecked/dependency_assumption_manifest.json,index=97;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_ub_precondition_raw_pointer_cast_and_raw_parts_boundary,array_value_view;flatten_array_chunks,documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes; N != 0 && old(self)@.len() % N == 0,iterator-splitting-and-chunking,array_value_view;flatten_array_chunks,pub const unsafe fn as_chunks_unchecked<const N: usize>(&self) -> &[[T; N]],core/src/slice/mod.rs:1341,core::slice::as_chunks_unchecked,"categories=intrinsic,raw_pointer_or_provenance,unsafe; manifest=proof_manifests/014_core_slice_as_chunks_unchecked/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,7cd825e6f6de9150b8a4e29d505fd432ddcb44e1add7c2053c43317a3dcacb0f,"pub assume_specification<T, const N: usize>[ <[T]>::as_chunks_unchecked_mut::<N> ]( slice: &mut [T], ) -> (ret: &mut [[T; N]]) requires N != 0, old(slice)@.len() % (N as nat) == 0, ensures flatten_array_chunks::<T, N>(ret@) == old(slice)@, final(slice)@ == flatten_array_chunks::<T, N>(final(ret)@), ;",flatten_array_chunks,"flatten_array_chunks(result@, N) == old(self)@; result@.len() == old(self)@.len() / N; final(self)@ == flatten_array_chunks(final(result)@, N)",source_body_extracted:010fedd7bf7435cf32f970fa8b916ebc3c94e0d0770c06b6c4361ce21c5ba4e4:proof_manifests/015_core_slice_as_chunks_unchecked_mut/source_body.json,15,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/015_core_slice_as_chunks_unchecked_mut/dependency_assumption_manifest.json,index=98;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_ub_precondition_mut_raw_pointer_cast_raw_parts_and_final_frame_boundary,array_value_view;flatten_array_chunks,documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes; N != 0 && old(self)@.len() % N == 0,iterator-splitting-and-chunking,array_value_view;flatten_array_chunks,pub const unsafe fn as_chunks_unchecked_mut<const N: usize>(&mut self) -> &mut [[T; N]],core/src/slice/mod.rs:1501,core::slice::as_chunks_unchecked_mut,"categories=intrinsic,raw_pointer_or_provenance,unsafe via source-backed UB/mutable raw-pointer cast/raw-parts final-frame boundaries; manifest=proof_manifests/015_core_slice_as_chunks_unchecked_mut/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,4cf4a24e3adddb110ba6020c8365de862761b651569992306e68c9c6d7992e93,"pub assume_specification<T, const N: usize>[ <[[T; N]]>::as_flattened ]( slice: &[[T; N]], ) -> (ret: &[T]) ensures ret@ == flatten_array_chunks::<T, N>(slice@), ;",flatten_array_chunks,"result@ == flatten_array_chunks(old(self)@, array_width_of_self); result@.len() == old(self)@.len() * array_width_of_self",source_body_extracted:794295913933cd7019fdede0d3d701032f47d8c79b723ecff88f404d9a1cabff:proof_manifests/016_core_slice_as_flattened/source_body.json,16,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/016_core_slice_as_flattened/dependency_assumption_manifest.json,index=99;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_slice_flattened_raw_parts_intrinsic_panic_boundary:proof_inventory/raw_slice_start_pointer_tail_consumers_20260818T0802Z/evidence/016_core_slice_as_flattened_actual.stdout,array_value_view;flatten_array_chunks,none beyond documented Rust panic/unsafe domains,views-and-fixed-subranges,array_value_view;flatten_array_chunks,pub const fn as_flattened(&self) -> &[T],core/src/slice/mod.rs:5451,core::slice::as_flattened,"categories=intrinsic,panic_or_bounds,raw_pointer_or_provenance,unsafe; manifest=proof_manifests/016_core_slice_as_flattened/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,a5ef69f84bb6df4db9de0ae1fa18a85f58543273066f89266651e0d57090e756,"pub assume_specification<T, const N: usize>[ <[[T; N]]>::as_flattened_mut ]( slice: &mut [[T; N]], ) -> (ret: &mut [T]) ensures ret@ == flatten_array_chunks::<T, N>(old(slice)@), flatten_array_chunks::<T, N>(final(slice)@) == final(ret)@, ;",flatten_array_chunks,"result@ == flatten_array_chunks(old(self)@, array_width_of_self); result@.len() == old(self)@.len() * array_width_of_self; flatten_array_chunks(final(self)@, array_width_of_self) == final(result)@",source_body_extracted:d3fdd4bf0c5162b4000f8b7d767f7802944c5834053070e69dd3469f640dc5a2:proof_manifests/017_core_slice_as_flattened_mut/source_body.json,17,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/017_core_slice_as_flattened_mut/dependency_assumption_manifest.json,index=100;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_mut_raw_pointer_cast_boundary_and_slice_flattened_raw_parts_intrinsic_panic_final_frame_boundary:proof_inventory/raw_slice_start_pointer_tail_consumers_20260818T0802Z/evidence/017_core_slice_as_flattened_mut_actual.stdout,array_value_view;flatten_array_chunks,none beyond documented Rust panic/unsafe domains,views-and-fixed-subranges,array_value_view;flatten_array_chunks,pub const fn as_flattened_mut(&mut self) -> &mut [T],core/src/slice/mod.rs:5493,core::slice::as_flattened_mut,"categories=intrinsic,panic_or_bounds,raw_pointer_or_provenance,unsafe via source-backed intrinsic arithmetic/mutable raw-pointer cast/raw-parts final-frame boundaries; manifest=proof_manifests/017_core_slice_as_flattened_mut/dependency_assumption_manifest.json"
B,array_mut_ref_view;array_value_view,,generated-new-real-relation-spec,1ac5b31b2e71effad4bc9503263318d0fe4c53b2aff998e13f2fe9faccab72c4,"pub assume_specification<T, const N: usize>[ <[T]>::as_mut_array::<N> ]( slice: &mut [T], ) -> (ret: Option<&mut [T; N]>) ensures old(slice)@.len() == N ==> ret.is_some() && array_mut_ref_view(ret.unwrap()) == old(slice)@ && final(slice)@ == array_value_view(*final(ret.unwrap())), old(slice)@.len() != N ==> ret.is_none() && final(slice)@ == old(slice)@, ;",array_mut_ref_view;array_value_view,"result.is_some() <==> old(self)@.len() == N; when Some(a), array_view(a) == old(self)@ and array length is N; when mutable Some(a), final(self)@ == array_view(final(a)); when None, final(self)@ == old(self)@",source_body_extracted:d2208668f0b01536cedf4b43a19beca6d879c2dca9e7fb2ba16b10a8110d0529:proof_manifests/018_core_slice_as_mut_array/source_body.json,18,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/018_core_slice_as_mut_array/dependency_assumption_manifest.json,index=101;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_mut_array_ref_final_frame_boundary:proof_harnesses/018_core_slice_as_mut_array/evidence/verus_stdout.txt,array_mut_ref_view;array_value_view,none beyond documented Rust panic/unsafe domains,views-and-fixed-subranges,array_mut_ref_view;array_value_view,pub const fn as_mut_array<const N: usize>(&mut self) -> Option<&mut [T; N]>,core/src/slice/mod.rs:872,core::slice::as_mut_array,"categories=raw_pointer_or_provenance,unsafe via source-backed as_mut_ptr/cast_array/mutable array-reference final-frame boundaries; manifest=proof_manifests/018_core_slice_as_mut_array/dependency_assumption_manifest.json"
B,slice_start_mut_ptr,slice_start_mut_ptr,generated-new-real-relation-spec,840c4efc8976016ca0b1c8728d1cabb13529c6e83939e8ca3cbc31232ba6a14a,"pub assume_specification<T>[ <[T]>::as_mut_ptr ]( slice: &mut [T], ) -> (ptr: *mut T) ensures slice_start_mut_ptr(old(slice)@, ptr), final(slice)@ == old(slice)@, ;",slice_start_mut_ptr,"result is the start pointer of self and pointer_range(result, old(self)@.len()) covers exactly the slice allocation; final(self)@ == old(self)@ at function return",source_body_extracted:99e25e7a86cc5c6b6b7557a4e100daf10a6be356072e931c8a093b6c6198dd9c:proof_manifests/019_core_slice_as_mut_ptr/source_body.json,19,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/019_core_slice_as_mut_ptr/dependency_assumption_manifest.json,index=39;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary:proof_harnesses/019_core_slice_as_mut_ptr/evidence/verus_stdout.txt,slice_start_mut_ptr,none beyond documented Rust panic/unsafe domains,raw-pointer-and-provenance,,pub const fn as_mut_ptr(&mut self) -> *mut T,core/src/slice/mod.rs:760,core::slice::as_mut_ptr,categories=raw_pointer_or_provenance; manifest=proof_manifests/019_core_slice_as_mut_ptr/dependency_assumption_manifest.json
B,slice_mut_ptr_range_result;slice_start_mut_ptr,slice_mut_ptr_range_result;slice_start_mut_ptr,generated-new-real-relation-spec,0d55922a668ea2e52e07ca14a1146f6ff2d0c9a9d68d9369ff4171f9a6d574c1,"pub assume_specification<T>[ <[T]>::as_mut_ptr_range ]( slice: &mut [T], ) -> (range: core::ops::Range<*mut T>) ensures slice_mut_ptr_range_starts_at_slice(old(slice)@, range), final(slice)@ == old(slice)@, ;",slice_mut_ptr_range_starts_at_slice,"result.start is the slice start pointer and result.end == result.start + old(self)@.len(); pointer_range(result.start, old(self)@.len()) covers exactly self; final(self)@ == old(self)@ at function return",source_body_extracted:55220e2d82364704a997a82d83801dc9c3b9cd696b3bfa33155b979609448b31:proof_manifests/020_core_slice_as_mut_ptr_range/source_body.json,20,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/020_core_slice_as_mut_ptr_range/dependency_assumption_manifest.json,index=102;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_raw_pointer_add_range_boundary:proof_harnesses/020_core_slice_as_mut_ptr_range/evidence/verus_stdout.txt,slice_mut_ptr_range_result;slice_mut_ptr_range_starts_at_slice;slice_start_mut_ptr,none beyond documented Rust panic/unsafe domains,raw-pointer-and-provenance,,pub const fn as_mut_ptr_range(&mut self) -> Range<*mut T>,core/src/slice/mod.rs:839,core::slice::as_mut_ptr_range,"categories=raw_pointer_or_provenance,unsafe via reviewed as_mut_ptr dependency and source-backed raw-pointer add/range boundary; manifest=proof_manifests/020_core_slice_as_mut_ptr_range/dependency_assumption_manifest.json"
B,slice_start_ptr,slice_start_ptr,generated-new-real-relation-spec,52c2a91bc8c7e49cd77d4429bb2b2a6e50a788211f2abca511f4df650f1a5edc,"pub assume_specification<T>[ <[T]>::as_ptr ]( slice: &[T], ) -> (ptr: *const T) ensures slice_start_ptr(slice@, ptr), ;",slice_start_ptr,"result is the start pointer of self and pointer_range(result, old(self)@.len()) covers exactly the slice allocation; final(self)@ == old(self)@ at function return",source_body_extracted:df0d49a1417773cb8932d48e9e7bb06a553039beaca7f20000b9fc6319236c1d:proof_manifests/021_core_slice_as_ptr/source_body.json,21,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/021_core_slice_as_ptr/dependency_assumption_manifest.json,index=40;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary:proof_harnesses/021_core_slice_as_ptr/evidence/verus_stdout.txt,slice_start_ptr,none beyond documented Rust panic/unsafe domains,raw-pointer-and-provenance,,pub const fn as_ptr(&self) -> *const T,core/src/slice/mod.rs:728,core::slice::as_ptr,categories=raw_pointer_or_provenance; manifest=proof_manifests/021_core_slice_as_ptr/dependency_assumption_manifest.json
B,slice_ptr_range_result;slice_start_ptr,slice_ptr_range_result;slice_start_ptr,generated-new-real-relation-spec,2bb2f31be87ccb793fb77b630b4b57ca59c5d534fd90d38b858122dee6212434,"pub assume_specification<T>[ <[T]>::as_ptr_range ]( slice: &[T], ) -> (range: core::ops::Range<*const T>) ensures slice_ptr_range_starts_at_slice(slice@, range), ;",slice_ptr_range_starts_at_slice,"result.start is the slice start pointer and result.end == result.start + old(self)@.len(); pointer_range(result.start, old(self)@.len()) covers exactly self; final(self)@ == old(self)@ at function return",source_body_extracted:b42ea830188debee4c9145f4e52e8a270861f5c3845a4f1c4a50e006987ed5d7:proof_manifests/022_core_slice_as_ptr_range/source_body.json,22,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/022_core_slice_as_ptr_range/dependency_assumption_manifest.json,index=103;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_raw_pointer_add_range_boundary:proof_harnesses/022_core_slice_as_ptr_range/evidence/verus_stdout.txt,slice_ptr_range_result;slice_ptr_range_starts_at_slice;slice_start_ptr,none beyond documented Rust panic/unsafe domains,raw-pointer-and-provenance,,pub const fn as_ptr_range(&self) -> Range<*const T>,core/src/slice/mod.rs:796,core::slice::as_ptr_range,"categories=raw_pointer_or_provenance,unsafe; manifest=proof_manifests/022_core_slice_as_ptr_range/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,e2267d28d210517821bbafb80115b79374ff4925b5096b1b27fb466f399a2cec,"pub assume_specification<T, const N: usize>[ <[T]>::as_rchunks::<N> ]( slice: &[T], ) -> (ret: (&[T], &[[T; N]])) requires N != 0, ensures slice_array_rchunks_partition::<T, N>(slice@, ret.0@, ret.1@), ;",slice_array_rchunks_partition,"returned remainder then chunks partition old(self)@ exactly; chunks@.len() == old(self)@.len() / N and remainder@.len() == old(self)@.len() % N; flatten_array_chunks(chunks@, N) + remainder@, in source order, equals old(self)@",source_body_extracted:da9aac6cc29f7a3a33a9f26056a284ed83aa4fd844a40b4bdf8fcd348f48a346:proof_manifests/023_core_slice_as_rchunks/source_body.json,23,,slice,source-backed as_chunks_unchecked boundary plus split_at view facts; manifest=proof_manifests/023_core_slice_as_rchunks/dependency_assumption_manifest.json,index=41;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_array_chunk_view_and_vstd_split_boundary:proof_harnesses/023_core_slice_as_rchunks/evidence/verus_stdout.txt,array_value_view;flatten_array_chunks;slice_array_rchunks_partition,N != 0,iterator-splitting-and-chunking,array_value_view;flatten_array_chunks,"pub const fn as_rchunks<const N: usize>(&self) -> (&[T], &[[T; N]])",core/src/slice/mod.rs:1446,core::slice::as_rchunks,"categories=panic_or_bounds,unsafe via source-backed unsafe array chunk-view boundary; manifest=proof_manifests/023_core_slice_as_rchunks/dependency_assumption_manifest.json"
B,array_value_view;flatten_array_chunks,,generated-new-real-relation-spec,2eb4482ca836049f0db386dc97308eeb2e7376ffde6abdd110f3691e11c6cf69,"pub assume_specification<T, const N: usize>[ <[T]>::as_rchunks_mut::<N> ]( slice: &mut [T], ) -> (ret: (&mut [T], &mut [[T; N]])) requires N != 0, ensures slice_array_rchunks_partition::<T, N>(old(slice)@, ret.0@, ret.1@), final(slice)@ == final(ret.0)@ + flatten_array_chunks::<T, N>(final(ret.1)@), ;",flatten_array_chunks;slice_array_rchunks_partition,"returned remainder then chunks partition old(self)@ exactly; chunks@.len() == old(self)@.len() / N and remainder@.len() == old(self)@.len() % N; flatten_array_chunks(chunks@, N) + remainder@, in source order, equals old(self)@; final(self)@ is final mutable chunks flattened with final remainder, preserving source order and full frame",source_body_extracted:2de629d24e9c7a21c57f1857ac9cf123c54ecf397268228a1cc0a5acbd0988d4:proof_manifests/024_core_slice_as_rchunks_mut/source_body.json,24,,slice,source-backed as_chunks_unchecked_mut boundary plus split_at_mut view/final-frame facts; manifest=proof_manifests/024_core_slice_as_rchunks_mut/dependency_assumption_manifest.json,index=42;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_mut_array_chunk_view_and_vstd_split_boundary:proof_harnesses/024_core_slice_as_rchunks_mut/evidence/verus_stdout.txt,array_value_view;flatten_array_chunks;slice_array_rchunks_partition,N != 0,iterator-splitting-and-chunking,array_value_view;flatten_array_chunks,"pub const fn as_rchunks_mut<const N: usize>(&mut self) -> (&mut [T], &mut [[T; N]])",core/src/slice/mod.rs:1608,core::slice::as_rchunks_mut,"categories=panic_or_bounds,unsafe via source-backed unsafe mutable array chunk-view boundary; manifest=proof_manifests/024_core_slice_as_rchunks_mut/dependency_assumption_manifest.json"
B,maybe_uninit_seq_relation,maybe_uninit_seq_relation,generated-new-real-relation-spec,ec9d059a1f66ae03009745a3d37edfc5306f2c23387856ea9aa3f52cfff09efe,"pub assume_specification<T>[ <[core::mem::MaybeUninit<T>]>::assume_init_drop ]( slice: &mut [core::mem::MaybeUninit<T>], ) requires maybe_uninit_all_initialized(maybe_uninit_seq_relation(old(slice)@)), ensures maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(old(slice)@), old(slice)@.len() as int, ), maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(final(slice)@), final(slice)@.len() as int, ), final(slice)@.len() == old(slice)@.len(), maybe_uninit_drop_all( maybe_uninit_seq_relation(old(slice)@), maybe_uninit_seq_relation(final(slice)@), ), ;",maybe_uninit_all_initialized;maybe_uninit_drop_all;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation,maybe_uninit_relation_well_formed holds for old/final storage views; storage length is preserved; maybe_uninit_drop_all records all initialized elements dropped so the final raw-storage relation is no longer initialized,source_body_extracted:a07f771f6f96b6dd1b45e87e2496862f0ec8fc9578ee326cd1da6efb80c47b9f:proof_manifests/025_core_slice_assume_init_drop/source_body.json,25,,slice,source-backed drop_in_place raw-cast boundary; manifest=proof_manifests/025_core_slice_assume_init_drop/dependency_assumption_manifest.json,index=43;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_maybe_uninit_drop_boundary:proof_harnesses/025_core_slice_assume_init_drop/evidence/verus_stdout.txt,maybe_uninit_all_initialized;maybe_uninit_drop_all;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation,maybe_uninit_all_initialized(old(self)@) and all T invariants required by the operation hold,maybe-uninit-slice-storage,,"pub const unsafe fn assume_init_drop(&mut self) where T: [const] Destruct,",core/src/mem/maybe_uninit.rs:1487,core::slice::assume_init_drop,"categories=maybe_uninit,raw_pointer_or_provenance,trait_or_callback,unsafe via source-backed assume_init_drop drop_in_place boundary; manifest=proof_manifests/025_core_slice_assume_init_drop/dependency_assumption_manifest.json"
B,maybe_uninit_seq_relation,maybe_uninit_seq_relation,generated-new-real-relation-spec,8d0e90b87ee12383ef38b353ff71f43a4136f565d0ae0f63651ee295c06f649a,"pub assume_specification<T>[ <[core::mem::MaybeUninit<T>]>::assume_init_mut ]( slice: &mut [core::mem::MaybeUninit<T>], ) -> (ret: &mut [T]) requires maybe_uninit_all_initialized(maybe_uninit_seq_relation(old(slice)@)), ensures maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(old(slice)@), old(slice)@.len() as int, ), maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(final(slice)@), final(slice)@.len() as int, ), final(slice)@.len() == old(slice)@.len(), ret@ == maybe_uninit_seq_relation(old(slice)@).values, ret@.len() == old(slice)@.len(), final(ret)@.len() == final(slice)@.len(), maybe_uninit_all_initialized(maybe_uninit_seq_relation(final(slice)@)), maybe_uninit_seq_relation(final(slice)@).values == final(ret)@, ;",maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation,result@ and final(result)@ preserve the slice length; old/final MaybeUninit relations are well-formed for their storage lengths; final(self)@ remains fully initialized and carries final(result)@ through the same raw-storage relation,source_body_extracted:beb997b66dd7cca2818667bddfe1e1ade51676cdf0ea4f32cf6253af1c0234f4:proof_manifests/026_core_slice_assume_init_mut/source_body.json,26,,slice,source-backed assume_init_mut raw-cast boundary; manifest=proof_manifests/026_core_slice_assume_init_mut/dependency_assumption_manifest.json,index=44;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary:proof_harnesses/026_core_slice_assume_init_mut/evidence/verus_stdout.txt,maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation,maybe_uninit_all_initialized(old(self)@) and all T invariants required by the operation hold,maybe-uninit-slice-storage,,pub const unsafe fn assume_init_mut(&mut self) -> &mut [T],core/src/mem/maybe_uninit.rs:1528,core::slice::assume_init_mut,"categories=maybe_uninit,raw_pointer_or_provenance,unsafe via source-backed assume_init_mut raw-cast boundary; manifest=proof_manifests/026_core_slice_assume_init_mut/dependency_assumption_manifest.json"
B,maybe_uninit_seq_relation,maybe_uninit_seq_relation,generated-new-real-relation-spec,ce537a3330cb60202a7edc706c4b5c2e719e2cb2f839c75e0bd47ab0289ad46e,"pub assume_specification<T>[ <[core::mem::MaybeUninit<T>]>::assume_init_ref ]( slice: &[core::mem::MaybeUninit<T>], ) -> (ret: &[T]) requires maybe_uninit_all_initialized(maybe_uninit_seq_relation(slice@)), ensures maybe_uninit_relation_well_formed( maybe_uninit_seq_relation(slice@), slice@.len() as int, ), ret@ == maybe_uninit_seq_relation(slice@).values, ret@.len() == slice@.len(), ;",maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation,the MaybeUninit relation is well-formed for self length; result@ is the initialized T view of the same storage and result@.len() == self@.len(),source_body_extracted:fdb02d51c886afa919c86bdca3a8a1fee74db6c50bef1f0df89364c1a468febd:proof_manifests/027_core_slice_assume_init_ref/source_body.json,27,,slice,source-backed assume_init_ref raw-cast boundary; manifest=proof_manifests/027_core_slice_assume_init_ref/dependency_assumption_manifest.json,index=45;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary:proof_harnesses/027_core_slice_assume_init_ref/evidence/verus_stdout.txt,maybe_uninit_all_initialized;maybe_uninit_relation_well_formed;maybe_uninit_seq_relation,maybe_uninit_all_initialized(old(self)@) and all T invariants required by the operation hold,maybe-uninit-slice-storage,,pub const unsafe fn assume_init_ref(&self) -> &[T],core/src/mem/maybe_uninit.rs:1509,core::slice::assume_init_ref,"categories=maybe_uninit,raw_pointer_or_provenance,unsafe via source-backed assume_init_ref raw-cast boundary; manifest=proof_manifests/027_core_slice_assume_init_ref/dependency_assumption_manifest.json"
