variant_id,api_path,campaign_status,strict_verdict,reason
std__sync__TryLockResult__unwrap_or_else__3faca3de3b32,std::sync::TryLockResult::unwrap_or_else,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or_else). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__and_then__faa18ee8b03c,std::thread::Result::and_then,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::and_then). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__str__ceil_char_boundary__74f6651664b6,core::str::ceil_char_boundary,proved,strict_faithful_admissible,Mechanically expands str::len and u8 boundary tests for the Rust 1.96 loop; the always-valid debug assertion is retained as a ghost check. The checkout has a later loop reshaping.
std__sync__TryLockResult__map_or__92ceb2aec523,std::sync::TryLockResult::map_or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::map_or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__map_or_default__4c6d26f77e09,std::thread::Result::map_or_default,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::map_or_default). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__slice__as_chunks_unchecked__a1216c13dc88,core::slice::as_chunks_unchecked,blocked,not_proved,Verus lacks semantics for exact_div and the raw-pointer T-to-[T; N] cast/from_raw_parts view. Any sufficient new bridge would effectively restate the target contract and is forbidden.
std__sync__TryLockResult__map_or_default__31e6bcdc7357,std::sync::TryLockResult::map_or_default,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::TryLockResult<G> is Result<G, TryLockError<G>> (rust/library/std/src/sync/poison.rs:240); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::map_or_default). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__is_err_and__d28beeed76a4,std::thread::Result::is_err_and,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::is_err_and). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__map_or__8028100ae984,std::thread::Result::map_or,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::map_or). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__or_else__b366cadb1b07,std::thread::Result::or_else,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::or_else). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
std__thread__Result__unwrap_or_else__104ac4711a59,std::thread::Result::unwrap_or_else,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::thread::Result<T> is Result<T, Box<dyn Any + Send + 'static>> (rust/library/std/src/thread/mod.rs:263); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::unwrap_or_else). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__str__trim_start__d94cd77e8a4e,core::str::trim_start,blocked,not_proved,A callback-aware trim_start_matches specification requires an illegal extra P: Fn(char) -> bool bound; inlining instead reaches private MultiCharEqPattern/MultiCharEqSearcher state. Any usable assumption would merely restate the target contract.
core__str__trim_ascii__33aac237d924,core::str::trim_ascii,proved,strict_faithful_admissible,"Exact as_bytes, byte trim_ascii, and from_utf8_unchecked operations; extensive ghost lemmas do not alter execution."
core__str__trim_end__ef07b486f751,core::str::trim_end,blocked,not_proved,vstd lacks a bridge from the reified char::is_whitespace function item through Pattern to trim_end_matches. Proving it requires a forbidden new axiom or a non-faithful closure/algorithm substitution.
alloc__string__String__replace_range__2a84ddf32138,alloc::string::String::replace_range,blocked,not_proved,"Verus requires opaque external-type specifications for core::str::Bytes and alloc::vec::Splice to specify str::bytes and Vec::splice. Transparent specifications fail on private fields, while opaque specifications require the forbidden external_body attribute. Inlining also requires private Bytes, Splice, and Drain internals; public alternatives would violate source fidelity."
core__str__trim__a3e102bcfe55,core::str::trim,proved,strict_faithful_admissible,Exact trim_matches(char::is_whitespace) body with generic lower helper specifications and no cycle.
std__collections__HashMap__remove_entry__4ffd48de6162,std::collections::HashMap::remove_entry,blocked,not_proved,"A standalone Verus function cannot access `self.base`. Calling the public target is circular, while public alternatives or representation axioms violate the strict fidelity requirements."
std__sync__LockResult__and_then__4946454cf774,std::sync::LockResult::and_then,proved,known_mismatch_or_inadmissible,"The proof matches the resolved core::result::Result executable body. However std::sync::LockResult<G> is Result<G, PoisonError<G>> (rust/library/std/src/sync/poison.rs:232); the manifest contract and proof instead target core Result with an independent generic E (Result::<T, E>::and_then). The alias specialization and its fixed/coupled error type are therefore not the actual contract target."
core__slice__is_sorted__ec382db3c8f5,core::slice::is_sorted,proved,strict_faithful_admissible,"Mechanical expansion of windows(2).all/fold and the unbounded tail range preserves comparison order, fold non-short-circuiting, chunk overlap, and returns."
core__slice__partition_point__5b7a3ace3f83,core::slice::partition_point,proved,strict_faithful_admissible,"Mechanically inlines the exact Rust 1.96 binary_search_by body, beta-reduces the comparator, and retains unwrap_or_else; helper assumptions are acyclic."
