id,api_path,raw_target,pre_audit_label,campaign_status,proof_object,body_fidelity,proof_admissibility,strict_verdict,proof_bundle,contains_unrelated_target,trust_level,resolved_source_path,resolved_source_lines,reason
std_specs__option.rs__L341__Option__T__as__Ord__cmp,core::cmp::Ord::cmp,<Option<T> as Ord>::cmp,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/option.rs,2470-2479,All four Option pair match arms and the Some inner cmp call exactly match the concrete Ord impl; proof dependencies are ordinary and acyclic.
std_specs__option.rs__L357__Option__ok_or,core::option::Option::ok_or,Option::ok_or,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__option.rs__L363__Option__as_mut,core::option::Option::as_mut,Option::as_mut,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__option.rs__L372__Option__as_slice,core::option::Option::as_slice,Option::as_slice,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,"Raw representation, internal failure helpers, or original method calls are replaced by matches/public APIs/local surrogates."
std_specs__option.rs__L381__Option__as_mut_slice,core::option::Option::as_mut_slice,Option::as_mut_slice,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Raw representation, internal failure helpers, or original method calls are replaced by matches/public APIs/local surrogates."
std_specs__option.rs__L395__Option__insert,core::option::Option::insert,Option::insert,unverified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/option.rs,1718-1726,The assignment and unsafe as_mut().unwrap_unchecked() return are exact. The explicit unwrap_unchecked specification is a smaller acyclic std contract and does not restate Option::insert.
std_specs__option.rs__L402__Option__get_or_insert,core::option::Option::get_or_insert,Option::get_or_insert,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,A,,,"Raw representation, internal failure helpers, or original method calls are replaced by matches/public APIs/local surrogates."
std_specs__ordering.rs__L8__Ordering__is_eq,core::cmp::Ordering::is_eq,Ordering::is_eq,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,pure_control_flow.rs,True,A,,,Source compares self.as_raw() == 0; surrogate pattern-matches the Equal variant.
std_specs__ordering.rs__L13__Ordering__is_ne,core::cmp::Ordering::is_ne,Ordering::is_ne,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,pure_control_flow.rs,True,A,,,Source compares self.as_raw() != 0; surrogate pattern-matches the Equal variant.
std_specs__ordering.rs__L18__Ordering__is_lt,core::cmp::Ordering::is_lt,Ordering::is_lt,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,pure_control_flow.rs,True,A,,,Source compares self.as_raw() < 0; surrogate pattern-matches the Less variant.
std_specs__ordering.rs__L23__Ordering__is_gt,core::cmp::Ordering::is_gt,Ordering::is_gt,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,pure_control_flow.rs,True,A,,,Source compares self.as_raw() > 0; surrogate pattern-matches the Greater variant.
std_specs__ordering.rs__L28__Ordering__is_le,core::cmp::Ordering::is_le,Ordering::is_le,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,pure_control_flow.rs,True,A,,,Source compares self.as_raw() <= 0; surrogate pattern-matches the Greater variant.
std_specs__ordering.rs__L33__Ordering__is_ge,core::cmp::Ordering::is_ge,Ordering::is_ge,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,pure_control_flow.rs,True,A,,,Source compares self.as_raw() >= 0; surrogate pattern-matches the Less variant.
std_specs__ordering.rs__L38__Ordering__reverse,core::cmp::Ordering::reverse,Ordering::reverse,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,pure_control_flow.rs,True,A,,,Source and surrogate execute the identical three-arm match.
std_specs__ordering.rs__L47__Ordering__then,core::cmp::Ordering::then,Ordering::then,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,pure_control_flow.rs,True,A,,,Source and surrogate execute the identical Equal/other match apart from receiver naming.
std_specs__range.rs__L74__Range__Idx__contains,core::ops::Range::contains,Range::<Idx>::contains,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,The target RangeBounds delegation is replaced by an inlined bounds algorithm.
std_specs__range.rs__L82__RangeInclusive__Idx__contains,core::ops::RangeInclusive::contains,RangeInclusive::<Idx>::contains,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,An axiom supplies the private RangeInclusive exhausted/end-bound representation.
std_specs__range.rs__L111__RangeInclusive__Idx__new,core::ops::RangeInclusive::new,RangeInclusive::<Idx>::new,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"RangeInclusive's start, end, and exhausted fields are private downstream. The `start..=end` syntax lowers to the forbidden exact target, and axiomatizing another constructor would merely restate the target contract."
std_specs__range.rs__L228__Range__A__as__Iterator__next,core::iter::Iterator::next,<Range<A> as Iterator>::next,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"spec_range_next<A> is uninterpreted with equations only for concrete integer types, and Step::forward_checked has no executable vstd specification. Proving the generic postcondition would require a prohibited target-restating axiom."
std_specs__range.rs__L283__Range__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<Range<T> as RangeBounds<T>>::start_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1105-1108,"The concrete Range start_bound body is Included(&self.start), exactly matching the surrogate after receiver renaming."
std_specs__range.rs__L290__Range__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<Range<T> as RangeBounds<T>>::end_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1105-1111,"The concrete Range end_bound body is Excluded(&self.end), exactly matching the surrogate after receiver renaming."
std_specs__range.rs__L297__RangeFull__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeFull as RangeBounds<T>>::start_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1048-1051,"The concrete RangeFull start_bound body returns Unbounded, exactly as the surrogate does."
std_specs__range.rs__L304__RangeFull__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeFull as RangeBounds<T>>::end_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1048-1054,"The concrete RangeFull end_bound body returns Unbounded, exactly as the surrogate does."
std_specs__range.rs__L311__RangeFrom__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeFrom<T> as RangeBounds<T>>::start_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1067-1070,"The concrete RangeFrom start_bound body is Included(&self.start), exactly matching the surrogate after receiver renaming."
std_specs__range.rs__L318__RangeFrom__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeFrom<T> as RangeBounds<T>>::end_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1067-1073,"The concrete RangeFrom end_bound body returns Unbounded, exactly as the surrogate does."
std_specs__range.rs__L325__RangeTo__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeTo<T> as RangeBounds<T>>::start_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1086-1089,"The concrete RangeTo start_bound body returns Unbounded, exactly as the surrogate does."
std_specs__range.rs__L332__RangeTo__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeTo<T> as RangeBounds<T>>::end_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1086-1092,"The concrete RangeTo end_bound body is Excluded(&self.end), exactly matching the surrogate after receiver renaming."
std_specs__range.rs__L339__RangeInclusive__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeInclusive<T> as RangeBounds<T>>::start_bound,unverified,proved,local_surrogate,alternate_implementation,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1124-1127,"Rust 1.96 directly borrows the private field with Included(&self.start), while the surrogate instead calls range.start(), changing the executable operation. Its assumed RangeInclusive::start specification directly equates that accessor result with the target model start."
std_specs__range.rs__L346__RangeInclusive__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeInclusive<T> as RangeBounds<T>>::end_bound,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"The contract is false. After consuming the sole element of 0..=0, the reachable exhausted range has end_bound() == Bound::Excluded(&0), contradicting the unconditional Included postcondition."
std_specs__range.rs__L353__RangeToInclusive__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,<RangeToInclusive<T> as RangeBounds<T>>::start_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1158-1161,"The concrete RangeToInclusive start_bound body returns Unbounded, exactly as the surrogate does."
std_specs__range.rs__L360__RangeToInclusive__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,<RangeToInclusive<T> as RangeBounds<T>>::end_bound,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1158-1164,"The concrete RangeToInclusive end_bound body is Included(&self.end), exactly matching the surrogate after receiver renaming."
std_specs__range.rs__L367__Bound__T__Bound__T__as__RangeBounds__T__start_bound,core::ops::RangeBounds::start_bound,"<(Bound<T>, Bound<T>) as RangeBounds<T>>::start_bound",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1177-1184,The concrete bound-pair start_bound uses the identical three-arm match on the first tuple component.
std_specs__range.rs__L374__Bound__T__Bound__T__as__RangeBounds__T__end_bound,core::ops::RangeBounds::end_bound,"<(Bound<T>, Bound<T>) as RangeBounds<T>>::end_bound",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/ops/range.rs,1177-1192,The concrete bound-pair end_bound uses the identical three-arm match on the second tuple component.
std_specs__result.rs__L135__Result__T__E__is_ok,core::result::Result::is_ok,"Result::<T, E>::is_ok",verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,,,A matches! expression is mechanically expanded to the same exhaustive match.
std_specs__result.rs__L148__Result__T__E__is_err,core::result::Result::is_err,"Result::<T, E>::is_err",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__result.rs__L155__Result__T__E__as_ref,core::result::Result::as_ref,"Result::<T, E>::as_ref",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__result.rs__L177__Result__T__E__unwrap,core::result::Result::unwrap,"Result::<T, E>::unwrap",unverified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/result.rs,1225-1233,"The Ok/Err match, exact message, and unwrap_failed call are preserved; the source helper bodies (1869-1883) are copied with only mechanical panic-macro/Verus specification adaptation. No target axiom or cycle is present."
std_specs__result.rs__L196__Result__T__E__unwrap_err,core::result::Result::unwrap_err,"Result::<T, E>::unwrap_err",unverified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/result.rs,1322-1330,"The Ok/Err match, exact message, and unwrap_failed call are preserved; both source helper configurations (1869-1883) are copied with only mechanical panic-macro/Verus specification adaptation. No target axiom or cycle is present."
std_specs__result.rs__L215__Result__T__E__expect,core::result::Result::expect,"Result::<T, E>::expect",unverified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/result.rs,1177-1185,"The Ok/Err match and unwrap_failed(msg, &e) call are preserved; the applicable source helper (1869-1871) is copied with only mechanical panic-macro/Verus specification adaptation. No target axiom or cycle is present."
std_specs__result.rs__L226__Result__T__E__map,core::result::Result::map,"Result::<T, E>::map",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__result.rs__L242__Result__T__E__map_err,core::result::Result::map_err,"Result::<T, E>::map_err",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__result.rs__L262__Result__T__E__ok,core::result::Result::ok,"Result::<T, E>::ok",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__result.rs__L278__Result__T__E__err,core::result::Result::err,"Result::<T, E>::err",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__slice.rs__L44__usize__as__SliceIndex__T__index,core::slice::SliceIndex::index,<usize as SliceIndex<[T]>>::index,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/slice/index.rs,179-239,"The concrete usize SliceIndex::index body is &(*slice)[self], exactly matching the surrogate after receiver-to-argument renaming."
std_specs__slice.rs__L56__Range__usize__as__SliceIndex__T__index,core::slice::SliceIndex::index,<Range<usize> as SliceIndex<[T]>>::index,unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/slice/index.rs,331-415,"Rust uses a checked_sub let-chain followed by the private unsafe get_offset_len_noubcheck helper, or slice_index_fail. The surrogate replaces the raw helper with two split_at calls and rewrites failure handling, which is an equivalent alternate algorithm rather than mechanical desugaring; its proof itself is acyclic."
std_specs__slice.rs__L75__T__as__Index__I__index,core::ops::Index::index,<[T] as Index<I>>::index,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/slice/index.rs,9-20,"The concrete slice Index impl forwards as index.index(self), exactly matching the surrogate after receiver and parameter renaming."
std_specs__slice.rs__L83__T__N__as__Index__I__index,core::ops::Index::index,<[T; N] as Index<I>>::index,verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/array/mod.rs,381-392,"Rust forwards directly with Index::index(self as &[T], index); the surrogate performs the same array-to-slice coercion through a local binding before the identical forwarding call."
std_specs__slice.rs__L92__core__hint__unreachable_unchecked,core::hint::unreachable_unchecked,core::hint::unreachable_unchecked,unverified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/hint.rs,103-112,"The proof mechanically expands assert_unsafe_precondition! using ub_checks.rs:53-81 and reproduces check_language_ub (96-108), then makes the same intrinsics::unreachable call. The intrinsic contract is a smaller acyclic std contract; ghost-only helper variants do not change reachable target behavior under requires false."
std_specs__slice.rs__L150__T__iter,core::slice::iter,<[T]>::iter,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Downstream Verus cannot faithfully call or reconstruct `Iter::new`. The public `IntoIterator` producer calls this exact target, and any axiom linking a reconstruction to `spec_slice_iter` would merely restate the target contract."
std_specs__slice.rs__L158__a__T__as__core__iter__IntoIterator__into_iter,core::iter::IntoIterator::into_iter,<&'a [T] as core::iter::IntoIterator>::into_iter,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/slice/iter.rs,18-25,"The concrete shared-slice IntoIterator impl body is self.iter(), exactly matching the surrogate after receiver-to-argument renaming."
std_specs__slice.rs__L166__T__first,core::slice::first,<[T]>::first,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__slice.rs__L172__T__last,core::slice::last,<[T]>::last,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__slice.rs__L179__T__first_mut,core::slice::first_mut,<[T]>::first_mut,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__slice.rs__L187__T__last_mut,core::slice::last_mut,<[T]>::last_mut,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__slice.rs__L194__T__split_at,core::slice::split_at,<[T]>::split_at,verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/slice/mod.rs,1955-1961,"The split_at_checked match, Some return, None panic, and panic text are preserved; only the panic macro is mechanically adapted. The explicit split_at_checked specification is a smaller acyclic std contract."
std_specs__slice.rs__L203__T__split_at_mut,core::slice::split_at_mut,<[T]>::split_at_mut,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__slice.rs__L213__T__copy_from_slice,core::slice::copy_from_slice,<[T]>::copy_from_slice,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__slice.rs__L243__T__copy_within__R,core::slice::copy_within,<[T]>::copy_within::<R>,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Slice patterns, raw copy operations, or source panic paths are replaced by indexing, loops, or public slicing."
std_specs__smart_ptrs.rs__L12__T__into_vec,core::slice::into_vec,<[T]>::into_vec,unverified,proved,local_surrogate,mechanical_desugaring,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,C,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/slice.rs,480-485,"The executable sequence matches: obtain len, consume the Box into raw pointer plus allocator, then Vec::from_raw_parts_in(ptr, len, len, alloc). However axiom_box_slice_token_view and axiom_box_slice_into_vec_parts supply the allocation/view preservation that is effectively the target result relation."
std_specs__smart_ptrs.rs__L17__Box__T__new,alloc::boxed::Box::new,Box::<T>::new,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private allocation/ownership fields and pointer operations are replaced by public APIs and a different algorithm.
std_specs__smart_ptrs.rs__L22__Box__T__as__core__default__Default__default,core::default::Default::default,"<Box<
    T,
> as core::default::Default>::default",verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/boxed.rs,2010-2028,"The source allocates Box<MaybeUninit<T>>, evaluates T::default(), writes it with ptr::write, and assumes initialization. The proof uses a local value and assignment to MaybeUninit; because MaybeUninit has no destructor, this is a mechanical store desugaring with the same unwind behavior."
std_specs__smart_ptrs.rs__L29__Rc__T__new,alloc::rc::Rc::new,Rc::<T>::new,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,An assumed Rc/Arc private-representation constructor directly supplies the target object.
std_specs__smart_ptrs.rs__L34__Rc__T__as__core__default__Default__default,core::default::Default::default,"<Rc<
    T,
> as core::default::Default>::default",unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/rc.rs,2527-2549,The concrete impl directly allocates RcInner with strong=1 and weak=1 via Box::new_uninit/Box::write/Box::leak and Self::from_inner. The proof replaces all private allocation and counter initialization with Rc::new(T::default()).
std_specs__smart_ptrs.rs__L41__Arc__T__new,alloc::sync::Arc::new,Arc::<T>::new,unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,An assumed Rc/Arc private-representation constructor directly supplies the target object.
std_specs__smart_ptrs.rs__L46__Arc__T__as__core__default__Default__default,core::default::Default::default,"<Arc<
    T,
> as core::default::Default>::default",unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/sync.rs,3744-3770,The concrete impl directly builds ArcInner with atomic strong=1 and weak=1 and converts it with Self::from_inner. The proof substitutes Arc::new(T::default()) for those private operations.
std_specs__smart_ptrs.rs__L53__Box__T__A__as__Clone__clone,core::clone::Clone::clone,"<Box<T, A> as Clone>::clone",unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/boxed.rs,2071-2094,"The source clones allocator field self.1 and invokes CloneToUninit. Its sized helper dispatches through core/src/clone.rs:648-653 to core/src/clone/uninit.rs:12-82, including a TrivialClone bulk-copy specialization. The proof uses public allocator(), T::clone, and MaybeUninit assignment instead of that private/specialized path."
std_specs__smart_ptrs.rs__L60__Rc__T__A__try_unwrap,alloc::rc::Rc::try_unwrap,"Rc::<T, A>::try_unwrap",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,Private allocation/ownership fields and pointer operations are replaced by public APIs and a different algorithm.
std_specs__smart_ptrs.rs__L71__Rc__T__A__into_inner,alloc::rc::Rc::into_inner,"Rc::<T, A>::into_inner",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__vec.rs__L93__Vec__T__A__len,alloc::vec::Vec::len,"Vec::<T, A>::len",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L100__Vec__T__new,alloc::vec::Vec::new,Vec::<T>::new,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L105__Vec__T__as__core__default__Default__default,core::default::Default::default,<Vec<T> as core::default::Default>::default,verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,4311-4317,Both bodies return Vec::new() exactly.
std_specs__vec.rs__L110__Vec__T__A__new_in,alloc::vec::Vec::new_in,"Vec::<T, A>::new_in",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L115__Vec__T__with_capacity,alloc::vec::Vec::with_capacity,Vec::<T>::with_capacity,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,capacity_composed.rs,True,B,,,"Source calls Self::with_capacity_in(capacity, Global); surrogate uses Vec::new() followed by reserve(capacity)."
std_specs__vec.rs__L120__Vec__T__A__with_capacity_in,alloc::vec::Vec::with_capacity_in,"Vec::<T, A>::with_capacity_in",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L125__Vec__T__A__reserve,alloc::vec::Vec::reserve,"Vec::<T, A>::reserve",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L133__Vec__T__A__try_reserve,alloc::vec::Vec::try_reserve,"Vec::<T, A>::try_reserve",verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L141__Vec__T__A__push,alloc::vec::Vec::push,"Vec::<T, A>::push",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__vec.rs__L146__Vec__T__A__pop,alloc::vec::Vec::pop,"Vec::<T, A>::pop",verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
