id,api_path,raw_target,source_file,source_line,category,status,r0_z3,classification,equal_fn_trivial
std_specs__vec.rs__L125__Vec__T__A__reserve,alloc::vec::Vec::reserve,"Vec::<T, A>::reserve",std_specs/vec.rs,125,complete,ok,unsat,complete,False
std_specs__vec.rs__L133__Vec__T__A__try_reserve,alloc::vec::Vec::try_reserve,"Vec::<T, A>::try_reserve",std_specs/vec.rs,133,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L141__Vec__T__A__push,alloc::vec::Vec::push,"Vec::<T, A>::push",std_specs/vec.rs,141,complete,ok,unsat,complete,False
std_specs__vec.rs__L146__Vec__T__A__pop,alloc::vec::Vec::pop,"Vec::<T, A>::pop",std_specs/vec.rs,146,complete,ok,unsat,complete,False
std_specs__vec.rs__L154__Vec__T__A__append,alloc::vec::Vec::append,"Vec::<T, A>::append",std_specs/vec.rs,154,complete,ok,unsat,complete,False
std_specs__vec.rs__L163__Vec__T__A__extend_from_slice,alloc::vec::Vec::extend_from_slice,"Vec::<T, A>::extend_from_slice",std_specs/vec.rs,163,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L184__Vec__T__A__index,alloc::vec::Vec::index,"Vec::<T, A>::index",std_specs/vec.rs,184,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L192__Vec__T__A__swap_remove,alloc::vec::Vec::swap_remove,"Vec::<T, A>::swap_remove",std_specs/vec.rs,192,complete,ok,unsat,complete,False
std_specs__vec.rs__L203__Vec__T__A__insert,alloc::vec::Vec::insert,"Vec::<T, A>::insert",std_specs/vec.rs,203,complete,ok,unsat,complete,False
std_specs__vec.rs__L214__Vec__T__A__is_empty,alloc::vec::Vec::is_empty,"<Vec<T, A>>::is_empty",std_specs/vec.rs,214,complete,ok,unsat,complete,False
std_specs__vec.rs__L220__Vec__T__A__remove,alloc::vec::Vec::remove,"Vec::<T, A>::remove",std_specs/vec.rs,220,complete,ok,unsat,complete,False
std_specs__vec.rs__L231__Vec__T__A__clear,alloc::vec::Vec::clear,"Vec::<T, A>::clear",std_specs/vec.rs,231,complete,ok,unsat,complete,False
std_specs__vec.rs__L236__Vec__T__A__as_slice,alloc::vec::Vec::as_slice,"Vec::<T, A>::as_slice",std_specs/vec.rs,236,complete,ok,unsat,complete,False
std_specs__vec.rs__L242__Vec__T__A__as_mut_slice,alloc::vec::Vec::as_mut_slice,"Vec::<T, A>::as_mut_slice",std_specs/vec.rs,242,checker_unsupported,unsupported_mut_ref_return,,,False
std_specs__vec.rs__L248__Vec__T__A__as__core__ops__Deref__deref,core::ops::Deref::deref,"<Vec<T, A> as core::ops::Deref>::deref",std_specs/vec.rs,248,complete,ok,unsat,complete,False
std_specs__vec.rs__L255__Vec__T__A__as__core__ops__DerefMut__deref_mut,core::ops::DerefMut::deref_mut,"<Vec<T, A> as core::ops::DerefMut>::deref_mut",std_specs/vec.rs,255,checker_unsupported,unsupported_mut_ref_return,,,False
std_specs__vec.rs__L263__Vec__T__A__split_off,alloc::vec::Vec::split_off,"Vec::<T, A>::split_off",std_specs/vec.rs,263,complete,ok,unsat,complete,False
std_specs__vec.rs__L278__Vec__T__A__as__Clone__clone,core::clone::Clone::clone,"<Vec<T, A> as Clone>::clone",std_specs/vec.rs,278,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L300__Vec__T__A__truncate,alloc::vec::Vec::truncate,"Vec::<T, A>::truncate",std_specs/vec.rs,300,complete,ok,unsat,complete,False
std_specs__vec.rs__L306__Vec__T__A__resize,alloc::vec::Vec::resize,"Vec::<T, A>::resize",std_specs/vec.rs,306,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L343__Vec__T__A1__as__PartialEq__Vec__U__A2__eq,core::cmp::PartialEq::eq,"<Vec<T, A1> as PartialEq<Vec<U, A2>>>::eq",std_specs/vec.rs,343,no_local_postcondition,no_ensures,,,False
std_specs__vec.rs__L409__alloc__vec__from_elem,alloc::vec::from_elem,alloc::vec::from_elem,std_specs/vec.rs,409,unknown,ok,unknown,ok_inconclusive,False
std_specs__vec.rs__L446__Vec__T__A__into_iter,alloc::vec::Vec::into_iter,"Vec::<T, A>::into_iter",std_specs/vec.rs,446,complete,ok,unsat,complete,False
std_specs__vec.rs__L457__a__Vec__T__A__as__core__iter__IntoIterator__into_iter,core::iter::IntoIterator::into_iter,"<&'a Vec<T, A> as core::iter::IntoIterator>::into_iter",std_specs/vec.rs,457,complete,ok,unsat,complete,False
std_specs__vec.rs__L93__Vec__T__A__len,alloc::vec::Vec::len,"Vec::<T, A>::len",std_specs/vec.rs,93,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L103__VecDeque__T__A__reserve,alloc::collections::vec_deque::VecDeque::reserve,"VecDeque::<T, A>::reserve",std_specs/vecdeque.rs,103,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L111__VecDeque__T__A__reserve_exact,alloc::collections::vec_deque::VecDeque::reserve_exact,"VecDeque::<T, A>::reserve_exact",std_specs/vecdeque.rs,111,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L119__VecDeque__T__A__try_reserve_exact,alloc::collections::vec_deque::VecDeque::try_reserve_exact,"VecDeque::<T, A>::try_reserve_exact",std_specs/vecdeque.rs,119,unknown,ok,unknown,ok_inconclusive,False
std_specs__vecdeque.rs__L127__VecDeque__T__A__push_back,alloc::collections::vec_deque::VecDeque::push_back,"VecDeque::<T, A>::push_back",std_specs/vecdeque.rs,127,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L135__VecDeque__T__A__push_front,alloc::collections::vec_deque::VecDeque::push_front,"VecDeque::<T, A>::push_front",std_specs/vecdeque.rs,135,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L143__VecDeque__T__A__pop_back,alloc::collections::vec_deque::VecDeque::pop_back,"VecDeque::<T, A>::pop_back",std_specs/vecdeque.rs,143,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L160__VecDeque__T__A__pop_front,alloc::collections::vec_deque::VecDeque::pop_front,"VecDeque::<T, A>::pop_front",std_specs/vecdeque.rs,160,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L177__VecDeque__T__A__swap_remove_back,alloc::collections::vec_deque::VecDeque::swap_remove_back,"VecDeque::<T, A>::swap_remove_back",std_specs/vecdeque.rs,177,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L195__VecDeque__T__A__swap_remove_front,alloc::collections::vec_deque::VecDeque::swap_remove_front,"VecDeque::<T, A>::swap_remove_front",std_specs/vecdeque.rs,195,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L216__VecDeque__T__A__is_empty,alloc::collections::vec_deque::VecDeque::is_empty,"VecDeque::<T, A>::is_empty",std_specs/vecdeque.rs,216,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L223__VecDeque__T__A__front,alloc::collections::vec_deque::VecDeque::front,"VecDeque::<T, A>::front",std_specs/vecdeque.rs,223,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L230__VecDeque__T__A__back,alloc::collections::vec_deque::VecDeque::back,"VecDeque::<T, A>::back",std_specs/vecdeque.rs,230,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L237__VecDeque__T__A__get,alloc::collections::vec_deque::VecDeque::get,"VecDeque::<T, A>::get",std_specs/vecdeque.rs,237,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L246__VecDeque__T__A__as_slices,alloc::collections::vec_deque::VecDeque::as_slices,"VecDeque::<T, A>::as_slices",std_specs/vecdeque.rs,246,unknown,ok,unknown,ok_inconclusive,False
std_specs__vecdeque.rs__L253__VecDeque__T__A__contains,alloc::collections::vec_deque::VecDeque::contains,"VecDeque::<T, A>::contains",std_specs/vecdeque.rs,253,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L263__VecDeque__T__A__rotate_left,alloc::collections::vec_deque::VecDeque::rotate_left,"VecDeque::<T, A>::rotate_left",std_specs/vecdeque.rs,263,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L276__VecDeque__T__A__rotate_right,alloc::collections::vec_deque::VecDeque::rotate_right,"VecDeque::<T, A>::rotate_right",std_specs/vecdeque.rs,276,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L288__VecDeque__T__A__swap,alloc::collections::vec_deque::VecDeque::swap,"VecDeque::<T, A>::swap",std_specs/vecdeque.rs,288,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L303__VecDeque__T__A__append,alloc::collections::vec_deque::VecDeque::append,"VecDeque::<T, A>::append",std_specs/vecdeque.rs,303,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L312__VecDeque__T__A__insert,alloc::collections::vec_deque::VecDeque::insert,"VecDeque::<T, A>::insert",std_specs/vecdeque.rs,312,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L323__VecDeque__T__A__remove,alloc::collections::vec_deque::VecDeque::remove,"VecDeque::<T, A>::remove",std_specs/vecdeque.rs,323,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L341__VecDeque__T__A__clear,alloc::collections::vec_deque::VecDeque::clear,"VecDeque::<T, A>::clear",std_specs/vecdeque.rs,341,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L346__VecDeque__T__A__split_off,alloc::collections::vec_deque::VecDeque::split_off,"VecDeque::<T, A>::split_off",std_specs/vecdeque.rs,346,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L364__VecDeque__T__A__as__Clone__clone,core::clone::Clone::clone,"<VecDeque<T, A> as Clone>::clone",std_specs/vecdeque.rs,364,unknown,ok,unknown,ok_inconclusive,False
std_specs__vecdeque.rs__L374__VecDeque__T__A__truncate,alloc::collections::vec_deque::VecDeque::truncate,"VecDeque::<T, A>::truncate",std_specs/vecdeque.rs,374,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L383__VecDeque__T__A__resize,alloc::collections::vec_deque::VecDeque::resize,"VecDeque::<T, A>::resize",std_specs/vecdeque.rs,383,unknown,ok,unknown,ok_inconclusive,False
std_specs__vecdeque.rs__L471__VecDeque__T__A__iter,alloc::collections::vec_deque::VecDeque::iter,"VecDeque::<T, A>::iter",std_specs/vecdeque.rs,471,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L71__VecDeque__T__A__index,alloc::collections::vec_deque::VecDeque::index,"VecDeque::<T, A>::index",std_specs/vecdeque.rs,71,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L80__VecDeque__T__A__len,alloc::collections::vec_deque::VecDeque::len,"VecDeque::<T, A>::len",std_specs/vecdeque.rs,80,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L86__VecDeque__T__new,alloc::collections::vec_deque::VecDeque::new,VecDeque::<T>::new,std_specs/vecdeque.rs,86,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L91__VecDeque__T__as__core__default__Default__default,core::default::Default::default,<VecDeque<T> as core::default::Default>::default,std_specs/vecdeque.rs,91,complete,ok,unsat,complete,False
std_specs__vecdeque.rs__L98__VecDeque__T__with_capacity,alloc::collections::vec_deque::VecDeque::with_capacity,VecDeque::<T>::with_capacity,std_specs/vecdeque.rs,98,complete,ok,unsat,complete,False
string.rs__L100__str__as_bytes,core::str::as_bytes,str::as_bytes,string.rs,100,complete,ok,unsat,complete,False
string.rs__L107__str__len,core::str::len,str::len,string.rs,107,complete,ok,unsat,complete,False
string.rs__L114__str__is_empty,core::str::is_empty,str::is_empty,string.rs,114,complete,ok,unsat,complete,False
string.rs__L121__str__is_char_boundary,core::str::is_char_boundary,str::is_char_boundary,string.rs,121,complete,ok,unsat,complete,False
string.rs__L127__str__split_at,core::str::split_at,str::split_at,string.rs,127,unknown,ok,unknown,ok_inconclusive,False
string.rs__L136__str__from_utf8_unchecked,core::str::from_utf8_unchecked,str::from_utf8_unchecked,string.rs,136,unknown,ok,unknown,ok_inconclusive,False
string.rs__L158__T__as__ToString__to_string,alloc::string::ToString::to_string,<T as ToString>::to_string,string.rs,158,unknown,ok,unknown,ok_inconclusive,False
string.rs__L332__String__as_str,alloc::string::String::as_str,String::as_str,string.rs,332,complete,ok,unsat,complete,False
string.rs__L339__String__as__core__ops__Deref__deref,core::ops::Deref::deref,<String as core::ops::Deref>::deref,string.rs,339,complete,ok,unsat,complete,False
string.rs__L345__String__as__Clone__clone,core::clone::Clone::clone,<String as Clone>::clone,string.rs,345,complete,ok,unsat,complete,False
string.rs__L351__String__as__PartialEq__eq,core::cmp::PartialEq::eq,<String as PartialEq>::eq,string.rs,351,complete,ok,unsat,complete,False
string.rs__L357__String__new,alloc::string::String::new,String::new,string.rs,357,complete,ok,unsat,complete,False
string.rs__L363__String__as__core__default__Default__default,core::default::Default::default,<String as core::default::Default>::default,string.rs,363,complete,ok,unsat,complete,False
string.rs__L452__str__chars,core::str::chars,str::chars,string.rs,452,complete,ok,unsat,complete,False
string.rs__L85__str__is_ascii,core::str::is_ascii,str::is_ascii,string.rs,85,complete,ok,unsat,complete,False
string.rs__L94__str__to_owned,core::str::to_owned,str::to_owned,string.rs,94,complete,ok,unsat,complete,False
