target,status,semantic_family,contract_coverage_result,typecheck_result,determinism_result,target_binding_result,signature_shape_result,generic_bounds_result,anti_vacuity_result,source_fidelity_result
core::slice::split_first_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_first_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_first_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_first_mut/det_harness.rs",target core::slice::split_first_mut bound from inventory declaration core:61059 at core/src/slice/mod.rs:220,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_inclusive,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_inclusive/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_inclusive/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_inclusive/det_harness.rs",target core::slice::split_inclusive bound from inventory declaration core:33523 at core/src/slice/mod.rs:2305,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_inclusive_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_inclusive_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_inclusive_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_inclusive_mut/det_harness.rs",target core::slice::split_inclusive_mut bound from inventory declaration core:33548 at core/src/slice/mod.rs:2329,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_last,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last/det_harness.rs,target core::slice::split_last bound from inventory declaration core:61060 at core/src/slice/mod.rs:240,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_last_chunk,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_chunk/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_chunk/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_chunk/det_harness.rs,target core::slice::split_last_chunk bound from inventory declaration core:61068 at core/src/slice/mod.rs:447,signature mirrored from inventory row and source declaration,<const N: usize>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_last_chunk_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_chunk_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_chunk_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_chunk_mut/det_harness.rs",target core::slice::split_last_chunk_mut bound from inventory declaration core:61069 at core/src/slice/mod.rs:478,signature mirrored from inventory row and source declaration,<const N: usize>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_last_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_last_mut/det_harness.rs",target core::slice::split_last_mut bound from inventory declaration core:61061 at core/src/slice/mod.rs:262,signature mirrored from inventory row and source declaration,none,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_mut/det_harness.rs",target core::slice::split_mut bound from inventory declaration core:33536 at core/src/slice/mod.rs:2269,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_off,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off/det_harness.rs",target core::slice::split_off bound from inventory declaration core:61136 at core/src/slice/mod.rs:4913,signature mirrored from inventory row and source declaration,"<'a, R: OneSidedRange<usize>>",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_off_first,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_first/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_first/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_first/det_harness.rs,target core::slice::split_off_first bound from inventory declaration core:61138 at core/src/slice/mod.rs:5017,signature mirrored from inventory row and source declaration,<'a>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_off_first_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_first_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_first_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_first_mut/det_harness.rs",target core::slice::split_off_first_mut bound from inventory declaration core:61139 at core/src/slice/mod.rs:5042,signature mirrored from inventory row and source declaration,<'a>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_off_last,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_last/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_last/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_last/det_harness.rs,target core::slice::split_off_last bound from inventory declaration core:61140 at core/src/slice/mod.rs:5067,signature mirrored from inventory row and source declaration,<'a>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_off_last_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_last_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_last_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_last_mut/det_harness.rs",target core::slice::split_off_last_mut bound from inventory declaration core:61141 at core/src/slice/mod.rs:5092,signature mirrored from inventory row and source declaration,<'a>,passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::split_off_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__split_off_mut/det_harness.rs",target core::slice::split_off_mut bound from inventory declaration core:61137 at core/src/slice/mod.rs:4979,signature mirrored from inventory row and source declaration,"<'a, R: OneSidedRange<usize>>",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::splitn,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__splitn/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__splitn/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__splitn/det_harness.rs",target core::slice::splitn bound from inventory declaration core:33579 at core/src/slice/mod.rs:2419,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::splitn_mut,generated-new-real-relation-spec,iterator-splitting-and-chunking,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_splitting_iterator_batch.rs --no-verify; harness=verification/harnesses/slice_splitting_iterator_batch.rs; stdout=verification/evidence/slice_splitting_iterator_batch.verus.stdout(empty); stderr=verification/evidence/slice_splitting_iterator_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,"feedback-pipeline determinism: status=ok; R0=UNKNOWN; r0_z3=unknown; classification=ok_inconclusive; unknown_reason=iterator-or-subslice-state-boundary; unknown_review_reason=contract fixes source/remaining/subrange state, but the Rust iterator, chunk, split, or borrowed subslice value retains opaque runtime/lifetime state; verus_rc=1; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__splitn_mut/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__splitn_mut/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__splitn_mut/det_harness.rs",target core::slice::splitn_mut bound from inventory declaration core:33599 at core/src/slice/mod.rs:2445,signature mirrored from inventory row and source declaration,"<F> F: FnMut(&T) -> bool,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::starts_with,generated-new-real-relation-spec,search-prefix-suffix-ordering,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_observation_mutation_batch.rs --no-verify; harness=verification/harnesses/slice_observation_mutation_batch.rs; stdout=verification/evidence/slice_observation_mutation_batch.verus.stdout(empty); stderr=verification/evidence/slice_observation_mutation_batch.verus.stderr(empty); static-contract-shape-check retained with executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__starts_with/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__starts_with/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__starts_with/det_harness.rs,target core::slice::starts_with bound from inventory declaration core:61099 at core/src/slice/mod.rs:2624,signature mirrored from inventory row and source declaration,"T: PartialEq,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::strip_circumfix,generated-new-real-relation-spec,search-prefix-suffix-ordering,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_circumfix/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_circumfix/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_circumfix/det_harness.rs,target core::slice::strip_circumfix bound from inventory declaration core:61103 at core/src/slice/mod.rs:2763,signature mirrored from inventory row and source declaration,"<S, P> T: PartialEq, S: SlicePattern<Item = T> + ?Sized, P: SlicePattern<Item = T> + ?Sized,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::strip_prefix,generated-new-real-relation-spec,search-prefix-suffix-ordering,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_prefix/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_prefix/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_prefix/det_harness.rs,target core::slice::strip_prefix bound from inventory declaration core:61101 at core/src/slice/mod.rs:2687,signature mirrored from inventory row and source declaration,"<P: SlicePattern<Item = T> + ?Sized> T: PartialEq,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
core::slice::strip_suffix,generated-new-real-relation-spec,search-prefix-suffix-ordering,covered: generated-new-real-relation-spec,verus-typecheck: pass; rc=0; command=/home/chentianyu/nanvix-rust-std-spec-survey/verus/source/target-verus/release/verus verification/harnesses/slice_remaining_families_batch.rs --no-verify; harness=verification/harnesses/slice_remaining_families_batch.rs; stdout=verification/evidence/slice_remaining_families_batch.verus.stdout(empty); stderr=verification/evidence/slice_remaining_families_batch.verus.stderr(empty); executable declaration present,feedback-pipeline determinism: status=ok; R0=UNSAT; r0_z3=unsat; classification=complete; verus_rc=0; evidence=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_suffix/result.json; synthetic=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_suffix/synthetic_spec.rs; harness=verification/evidence/slice_feedback_determinism/all-20260811T1415Z-select-nth-result-shape/core__slice__strip_suffix/det_harness.rs,target core::slice::strip_suffix bound from inventory declaration core:61102 at core/src/slice/mod.rs:2723,signature mirrored from inventory row and source declaration,"<P: SlicePattern<Item = T> + ?Sized> T: PartialEq,",passed: generated relation uses shared Seq/View vocabulary and no banned vacuity fragment,"passed: source reference, signature, and generic bounds match inventory"
