target,no_feedback_status,with_feedback_status,no_feedback_complete,with_feedback_complete,no_feedback_proof_status,with_feedback_proof_status,no_feedback_no_spec_reason,with_feedback_no_spec_reason,initial_classification
std::io::LineWriter::get_ref,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::LineWriter::into_inner,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::LineWriter::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::LineWriter::with_capacity,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::PipeReader::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::PipeWriter::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::Read::by_ref,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::chain,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::read,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::read_exact,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::read_to_end,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::read_to_string,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::read_vectored,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Read::take,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Stderr::lock,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::Stdin::lines,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::Stdin::lock,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::Stdin::read_line,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::Stdout::lock,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::Write::by_ref,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Write::flush,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Write::write,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Write::write_all,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Write::write_fmt,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::Write::write_vectored,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::io::WriterPanicked::into_inner,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::copy,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::pipe,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::read_to_string,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::stderr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::stdin,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::io::stdout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::accept,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::bind,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::incoming,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::local_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::only_v6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::set_nonblocking,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::set_only_v6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::set_ttl,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::take_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpListener::ttl,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::connect,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::connect_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::local_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::nodelay,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::peek,typecheck_or_checker_failure,typecheck_or_checker_failure,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::peer_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::set_nodelay,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::set_nonblocking,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::set_read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::set_ttl,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::set_write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::shutdown,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::take_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::ttl,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::TcpStream::write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::ToSocketAddrs::to_socket_addrs,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::net::UdpSocket::bind,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::broadcast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::connect,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::join_multicast_v4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::join_multicast_v6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::leave_multicast_v4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::leave_multicast_v6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::local_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::multicast_loop_v4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::multicast_loop_v6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::multicast_ttl_v4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::peek,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::peek_from,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::peer_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::recv,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::recv_from,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::send,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::send_to,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_broadcast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_multicast_loop_v4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_multicast_loop_v6,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_multicast_ttl_v4,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_nonblocking,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_ttl,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::set_write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::take_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::ttl,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::net::UdpSocket::write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::fd::AsFd::as_fd,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::fd::AsRawFd::as_raw_fd,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::fd::BorrowedFd::borrow_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::fd::BorrowedFd::try_clone_to_owned,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::fd::FromRawFd::from_raw_fd,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::fd::IntoRawFd::into_raw_fd,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::fd::OwnedFd::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::ffi::OsStrExt::as_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::ffi::OsStrExt::from_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::ffi::OsStringExt::from_vec,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::ffi::OsStringExt::into_vec,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::DirBuilderExt::mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::DirEntryExt::ino,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileExt::read_at,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileExt::read_exact_at,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileExt::write_all_at,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileExt::write_at,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileTypeExt::is_block_device,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileTypeExt::is_char_device,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileTypeExt::is_fifo,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::FileTypeExt::is_socket,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::atime,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::atime_nsec,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::blksize,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::blocks,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::ctime,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::ctime_nsec,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::dev,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::gid,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::ino,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::mtime,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::mtime_nsec,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::nlink,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::rdev,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::size,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::MetadataExt::uid,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::OpenOptionsExt::custom_flags,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::OpenOptionsExt::mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::PermissionsExt::from_mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::PermissionsExt::mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::PermissionsExt::set_mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::unix::fs::chown,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::fs::chroot,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::fs::fchown,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::fs::lchown,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::fs::symlink,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::SocketAddr::as_pathname,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::SocketAddr::from_pathname,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::SocketAddr::is_unnamed,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::bind,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::bind_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::connect,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::connect_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::local_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::pair,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::peer_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::recv,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::recv_from,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::send,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::send_to,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::send_to_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::set_nonblocking,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::set_read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::set_write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::shutdown,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
