target,transition,fresh_category,fresh_final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_change,change_direction,fresh_issues_combined,fresh_rationale,fresh_requires,fresh_requires_source_fidelity_classification,fresh_requires_source_reference,fresh_requires_source_excerpt
std::sync::TryLockResult::is_err_and,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"The observable result on the Err branch is determined by invoking an arbitrary FnOnce predicate, whose outcome may depend on runtime or hidden state. Existing vstd closure requires/ensures vocabulary can relate the result to an allowed postcondition but cannot establish a deterministic value. Strengthening that relation would be unjustified by the Rust source, while the Ok-only guarantee is too partial to warrant a trusted contract.",,not_applicable,,
std::sync::TryLockResult::is_ok_and,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"TryLockResult is a type alias, so this method resolves to Result::is_ok_and rather than a synchronization-specific API. Its observable result depends on an arbitrary FnOnce predicate whose runtime behavior is not deterministically modeled by existing vstd closure vocabulary. Attaching the proposed relational contract globally to Result::is_ok_and would also exceed the target domain and does not resolve the determinism or structured-contract concerns.",,not_applicable,,
std::sync::TryLockResult::map_or,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"The Err branch merely returns the supplied default, while the Ok branch's observable result is determined by an arbitrary FnOnce closure and potentially its captured runtime state. Expressing that branch only through f.requires/f.ensures does not provide a deterministic ordinary value relation, and specifying only the Err branch would create a redundant partial domain. No useful source-justified ordinary contract is available in the existing vstd vocabulary.",,not_applicable,,
std::sync::TryLockResult::map_or_default,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"The Ok branch invokes an arbitrary FnOnce and the Err branch returns U::default(). Without existing public vstd specifications for both calls, no complete, non-vacuous result relation is expressible; specifying only the Ok branch would leave the Err result unconstrained.",,not_applicable,,
std::sync::TryLockResult::unwrap_or_else,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"The Err branch invokes an arbitrary FnOnce whose result may depend on captured runtime or hidden state. Although the proposed relational postcondition typechecks and matches the implementation, existing vstd closure vocabulary cannot establish an ordinary deterministic contract for the observable return value. Attaching the specification to Result::unwrap_or_else would also broaden it beyond the TryLockResult alias.",,not_applicable,,
std::thread::Result::and_then,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"The Err branch preserves the error, but no useful generic Verus relation can express preservation of an unconstrained E without additional specification vocabulary. The Ok branch invokes an arbitrary FnOnce whose result and effects require the closure's contract; the supplied signature provides no such law. Therefore a sound, non-vacuous result relation is not expressible here.",,not_applicable,,
std::thread::Result::flatten,skip->add_spec,io_os_runtime,add_spec,accepted_enum_result_forwarding_contract,fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_add_spec,fresh accepted contract is a pure source-level forwarding relation over nested Result values,false,upgrade,,"The contract exactly follows the implementation: an Ok returns its inner Result unchanged, while an Err is preserved. Result is a modeled output, so payload-preserving equality gives a source-justified deterministic specification rather than merely constraining the output variant. The canonical core Result method is targeted because std::thread::Result is a type alias.",,not_applicable,,
std::thread::Result::is_err_and,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"For Err(e), the observable result is produced by an arbitrary FnOnce predicate whose behavior may depend on runtime or hidden state. Existing vstd vocabulary can describe the callback only through f.requires/f.ensures, but that proposal does not yield a deterministic ordinary contract and triggers the structured-contract mismatch. Specifying only the Ok branch would leave a redundant or incomplete domain, so no useful source-justified contract should be added.",,not_applicable,,
std::thread::Result::map_or,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"The Err branch has a useful relation (`result == default`), but the Ok branch invokes an arbitrary `FnOnce`. Without a supplied, public vstd mechanism and compatible bounds for expressing that closure's call precondition and postcondition, no complete non-vacuous contract covering both branches can be justified from the supplied implementation.",,not_applicable,,
std::thread::Result::map_or_default,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"The returned value comes from either invoking the supplied FnOnce or U::default(). Without public vstd vocabulary describing those calls, no useful result relation is expressible without modeling hidden behavior.",,not_applicable,,
std::thread::Result::or_else,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state,"The Ok branch preserves its value, but the Err branch returns the result of invoking an arbitrary FnOnce closure. No complete, non-vacuous output relation is expressible using existing public vstd vocabulary without specifying the closure's behavior or hidden state.",,not_applicable,,
std::thread::Result::unwrap_or,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,"Although the returned value is deterministic, this consuming operation may run destructors for the unused default or Err payload. Those observable runtime effects are not expressible in the existing vstd contract vocabulary, so the proposed purely value-level specification is structurally incomplete.",,not_applicable,,
std::thread::Result::unwrap_or_else,add_spec->skip,io_os_runtime,skip,runtime_or_hidden_state,fresh_issue_tags;fresh_rationale;fresh_requires_source_fidelity_rationale;manifest_source_context,true,adequate_source_backed_skip,"fresh issue tags identify OS, runtime, synchronization, or hidden state effects outside the public vstd model",false,downgrade,classification:runtime_or_hidden_state;determinism_unsupported_contract_form,The Err branch returns the result of an arbitrary FnOnce closure whose output may depend on captured runtime or hidden state. Existing vstd closure requires/ensures vocabulary yields only a relational result and does not establish deterministic observable output. Specifying only the Ok branch would omit the method's essential behavior and provide an incomplete ordinary contract.,,not_applicable,,
