target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
alloc::collections::VecDeque::pop_front_if,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"old(v)@.len() > 0 ==> forall|x: &mut T|
            *x == old(v)@[0] ==> predicate.requires((x,))",,"old(v)@.len() == 0 ==> result is None && final(v)@ == old(v)@; old(v)@.len() > 0 ==> exists|x: &mut T, take: bool| {
            &&& *x == old(v)@[0]
            &&& predicate.ensures((x,), take)
            &&& (take ==> {
                &&& result == Some(*final(x))
                &&& final(v)@ == old(v)@.subrange(1, old(v)@.len() as int)
            })
            &&& (!take ==> {
                &&& result is None
                &&& final(v)@ == old(v)@.update(0, *final(x))
            })
        }",,"The source invokes the predicate exactly once on the mutable front element when nonempty, then either removes and returns its mutated value or retains that mutation at the front.",The result and final deque depend on an arbitrary FnOnce that may inspect and mutate the front element. Existing vstd vocabulary cannot specify that call or relate its Boolean result and mutation to the method's observable outputs. Omitting that relationship yields an underconstrained higher-order contract whose determinism cannot be established.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::pop_front_if
](
    v: &mut VecDeque<T, A>,
    predicate: impl FnOnce(&mut T) -> bool,
) -> (result: Option<T>)
    requires
        old(v)@.len() > 0 ==> forall|x: &mut T|
            *x == old(v)@[0] ==> predicate.requires((x,)),
    ensures
        old(v)@.len() == 0 ==> result is None && final(v)@ == old(v)@,
        old(v)@.len() > 0 ==> exists|x: &mut T, take: bool| {
            &&& *x == old(v)@[0]
            &&& predicate.ensures((x,), take)
            &&& (take ==> {
                &&& result == Some(*final(x))
                &&& final(v)@ == old(v)@.subrange(1, old(v)@.len() as int)
            })
            &&& (!take ==> {
                &&& result is None
                &&& final(v)@ == old(v)@.update(0, *final(x))
            })
        },
;",
alloc::collections::VecDeque::reserve_exact,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:representation_or_allocator,classification:representation_or_allocator;determinism_unsupported_contract_form,,,,,,,final(v)@ == old(v)@,,"On normal return, reserve_exact changes only allocation and physical layout, preserving the deque's observable sequence and element order.","vstd already declares an assume_specification for VecDeque::reserve_exact in std_specs/vecdeque.rs, ensuring final(v)@ == old(v)@. Verus forbids a second specification for the same function, so the proposal cannot typecheck. The existing contract already captures the modeled logical effect; adding a separate capacity guarantee is therefore not possible through another ordinary trusted contract.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::reserve_exact
](
    v: &mut VecDeque<T, A>,
    additional: usize,
)
    ensures
        final(v)@ == old(v)@,
;",
alloc::collections::VecDeque::shrink_to,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,False,False,,,,,,,0,0,0,0,0,0,classification:representation_or_allocator;contract_typecheck_failed,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,final(v)@ == old(v)@,,Specializing to VecDeque's stable default allocator avoids the unstable allocator_api while expressing the source-justified observable guarantee that shrinking preserves the complete logical sequence.,"VecDeque::shrink_to already has an assume_specification in vstd::std_specs::capacity. Adding another trusted contract is rejected as a duplicate, so this target must be skipped.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[
    VecDeque::<T>::shrink_to
](
    v: &mut VecDeque<T>,
    min_capacity: usize,
)
    ensures
        final(v)@ == old(v)@,
;",
alloc::collections::VecDeque::shrink_to_fit,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:representation_or_allocator,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,final(v)@ == old(v)@,,The exact generic signature requires allocator_api. The implementation delegates to shrink_to and preserves the deque's observable logical sequence.,vstd already provides a trusted specification for VecDeque::shrink_to_fit with sequence preservation and sound capacity bounds. Adding another assume_specification is rejected as a duplicate.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::shrink_to_fit
](v: &mut VecDeque<T, A>)
    ensures
        final(v)@ == old(v)@,
;",
alloc::collections::VecDeque::try_reserve,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:representation_or_allocator;determinism_not_proved:unknown,classification:representation_or_allocator;duplicate_vstd_assume_specification,,,,,,,final(v)@ == old(v)@,,Success and error paths both preserve the deque's logical sequence; allocator_api is required to state the exact generic signature.,vstd::std_specs::capacity already provides an assume_specification for VecDeque::try_reserve. Adding another trusted contract is rejected as a duplicate and would redundantly model an allocator/representation-oriented API.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[
    VecDeque::<T, A>::try_reserve
](
    v: &mut VecDeque<T, A>,
    additional: usize,
) -> (result: Result<(), TryReserveError>)
    ensures
        final(v)@ == old(v)@,
;",
alloc::rc::Rc::assume_init,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive,,,,,(*this).mem_contents().is_init(),,*result == (*this).mem_contents().value(),,"Although the implementation is representation-sensitive, vstd directly models the relevant ordinary semantics: initializedness is the documented unsafe precondition, and the pointer cast preserves the initialized value observed through the returned Rc.","The implementation only performs a representation cast from Rc<MaybeUninit<T>, A> to Rc<T, A>. Soundness requires the hidden runtime fact that the allocation contains a fully initialized T, but the supplied public vstd vocabulary provides no predicate expressing that fact or relating MaybeUninit<T> to the resulting T. Therefore no useful non-vacuous contract is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[ Rc::<MaybeUninit<T>, A>::assume_init ](
    this: Rc<MaybeUninit<T>, A>,
) -> (result: Rc<T, A>)
    requires
        (*this).mem_contents().is_init(),
    ensures
        *result == (*this).mem_contents().value(),
;",
alloc::rc::Rc::new_uninit,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model,,,,,,,result.mem_contents().is_uninit(),,"The source allocates storage without initializing T, so the public MaybeUninit model precisely fixes the observable contents as Uninit. Determinism is inconclusive because deep equality also observes opaque Rc representation, not because the initialization state is underspecified.",The function only guarantees a newly allocated Rc containing uninitialized storage. Existing public vstd vocabulary cannot soundly express that initialization state or allocation ownership without modeling hidden state.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ Rc::<T>::new_uninit ]() -> (result: Rc<MaybeUninit<T>>)
    ensures
        result.mem_contents().is_uninit(),
;",
alloc::rc::Rc::new_uninit_slice,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,,(&*result)@.len() == len; forall|i: int| #![trigger (&*result)@[i]] 0 <= i < len ==> (&*result)@[i].mem_contents().is_uninit(),,The implementation returns a slice of exactly len elements whose storage is not initialized as T. The slice view and public MaybeUninit mem_contents projection express both observable guarantees. Determinism remains inconclusive because deep equality compares opaque Rc and MaybeUninit representations rather than only these semantic projections.,"Although the returned slice length equals `len`, determinism could not be proved and the fresh allocation with uninitialized contents requires ownership and initialization semantics not expressible as a useful ordinary contract in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ Rc::<[T]>::new_uninit_slice ](
    len: usize,
) -> (result: Rc<[MaybeUninit<T>]>)
    ensures
        (&*result)@.len() == len,
        forall|i: int| #![trigger (&*result)@[i]] 0 <= i < len ==> (&*result)@[i].mem_contents().is_uninit(),
;",
alloc::str::from_boxed_utf8_unchecked,add_spec->skip,other,other,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:unsafe_or_representation_sensitive;determinism_not_proved:unknown,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,valid_utf8(v@),,result@ == decode_utf8(v@),,"Valid UTF-8 is the safety obligation, and decoding the preserved input bytes directly determines the returned string's observable character sequence.","A sound contract must require that the boxed bytes form valid UTF-8. Existing public vstd vocabulary cannot express this predicate for Box<[u8]>, so an ordinary contract would omit the function's essential safety domain.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification[ alloc::str::from_boxed_utf8_unchecked ](v: Box<[u8]>) -> (result: Box<str>)
    requires
        valid_utf8(v@),
    ensures
        result@ == decode_utf8(v@),
;",
alloc::string::String::extend_from_within,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,1,0,1,0,,determinism_unsupported_contract_form,,,,,"slice_range_valid(&src, encode_utf8(old(s)@).len()); is_char_boundary(encode_utf8(old(s)@), slice_range_start(&src)); is_char_boundary(encode_utf8(old(s)@), slice_range_end(&src, encode_utf8(old(s)@).len()))",,"final(s)@ == old(s)@ + decode_utf8(encode_utf8(old(s)@).subrange(slice_range_start(&src), slice_range_end(&src, encode_utf8(old(s)@).len())))",,"For every nonpanicking byte range, the implementation appends exactly the selected UTF-8 substring. The structured clauses now textually match the contract clauses.","The generic RangeBounds value cannot be related to the resolved byte range using the supplied public Verus vocabulary. The previous existential postcondition permits multiple distinct final strings for the same inputs, so it does not specify deterministic observable behavior. Strengthening it without modeling range resolution would be unsupported by the source.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<R: core::ops::RangeBounds<usize>>[
    alloc::string::String::extend_from_within::<R>
](
    s: &mut alloc::string::String,
    src: R,
)
    requires
        slice_range_valid(&src, encode_utf8(old(s)@).len()),
        is_char_boundary(encode_utf8(old(s)@), slice_range_start(&src)),
        is_char_boundary(encode_utf8(old(s)@), slice_range_end(&src, encode_utf8(old(s)@).len())),
    ensures
        final(s)@ == old(s)@ + decode_utf8(encode_utf8(old(s)@).subrange(slice_range_start(&src), slice_range_end(&src, encode_utf8(old(s)@).len()))),
;",
alloc::string::String::into_boxed_str,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:complex_result_or_pattern_model;determinism_not_proved:unknown,classification:complex_result_or_pattern_model;determinism_unsupported_contract_form,,,,,,,res@ == s@,,"The source preserves the string contents while converting its UTF-8 buffer into Box<str>. Equality of the shared Seq<char> views directly specifies the observable result; the determinism result is inconclusive because Box<str> has a complex result model, not because the contract permits different views.","Although the source preserves the UTF-8 contents, the available Box<str> view produces a complex result model whose equality with String's view does not establish determinism. No useful, source-justified ordinary contract is expressible in the existing vstd vocabulary.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification[ String::into_boxed_str ](
    s: String,
) -> (res: Box<str>)
    ensures
        res@ == s@,
;",
alloc::sync::Arc::assume_init,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,(*this).mem_contents().is_init(),,*result == (*this).mem_contents().value(),,"The vstd MaybeUninit model directly expresses the documented safety obligation, and dereferencing the returned Arc provides a useful, source-justified value observation. The contract deliberately makes no representation-level claim about allocation identity.","This unsafe API performs a representation-sensitive ownership-preserving cast of an Arc allocation. Existing vstd vocabulary cannot express that allocation and ownership identity without relying on internal representation modeling. A payload-only postcondition would omit the operation's essential Arc semantics and over-trust the representation cast, so no useful ordinary contract is appropriate.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[ Arc::<MaybeUninit<T>, A>::assume_init ](
    this: Arc<MaybeUninit<T>, A>,
) -> (result: Arc<T, A>)
    requires
        (*this).mem_contents().is_init(),
    ensures
        *result == (*this).mem_contents().value(),
;",
alloc::sync::Arc::into_inner,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,,result matches Some(value) ==> value == *this,,"The successful source path reads exactly the Arc pointee and returns it, so the Some payload relation is sound and useful. The branch itself depends on hidden atomic strong-count state and cannot be strengthened using current vstd vocabulary; the inconclusive determinism result is therefore expected.","The Some/None result depends on Arc's hidden atomic strong-reference state and concurrent ownership transitions, which existing public vstd vocabulary cannot model. Relating a successful payload to dereferencing the consumed Arc introduces an invalid ownership or uninitialized-state model. No useful, source-justified ordinary contract remains.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, A: Allocator>[ Arc::<T, A>::into_inner ](
    this: Arc<T, A>,
) -> (result: Option<T>)
    ensures
        result matches Some(value) ==> value == *this,
;",
alloc::sync::Arc::new_uninit,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model,,,,,,,(*res).mem_contents().is_uninit(),,"The source never initializes the allocated payload, so the public MaybeUninit mem_contents projection is Uninit. Determinism is inconclusive because the checker compares the opaque Arc<MaybeUninit<T>> value rather than only this fully determined semantic projection.","The result contains intentionally uninitialized T storage. Existing public vstd vocabulary cannot soundly describe its initialization state, contents, or fresh allocation identity, so no useful non-vacuous result relation is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ Arc::<T>::new_uninit ]() -> (res: Arc<MaybeUninit<T>>)
    ensures
        (*res).mem_contents().is_uninit(),
;",
alloc::sync::Arc::new_uninit_slice,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,,res.len() == len; forall|i: int| 0 <= i < len ==> (#[trigger] (&*res)@[i]).mem_contents() == MemContents::Uninit,,The source constructs slice metadata with exactly len and uses non-zeroing allocation. The contract exposes those normal-return facts through the slice length and vstd's canonical MemContents::Uninit model.,"Although the source guarantees that the returned slice has length `len`, the result is an owning `Arc` over uninitialized storage. Existing vstd vocabulary does not adequately model that ownership and initialization state, and determinism of the proposed observable contract was inconclusive. An ordinary trusted contract would therefore provide insufficient semantic value.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T>[ Arc::<[T]>::new_uninit_slice ](
    len: usize,
) -> (res: Arc<[MaybeUninit<T>]>)
    ensures
        res.len() == len,
        forall|i: int| 0 <= i < len ==> (#[trigger] (&*res)@[i]).mem_contents() == MemContents::Uninit,
;",
alloc::sync::Arc::unwrap_or_clone,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:ownership_or_uninitialized_model;determinism_not_proved:unknown,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,,"cloned::<T>(*this, result)",,"The source either moves out the input pointee, yielding equality, or invokes T::clone; vstd::cloned expresses exactly this union. In an ensures clause, this remains the logical input value despite being consumed at runtime. Generic determinism must not be strengthened because T::clone's contract need not determine a unique result.","The consumed Arc prevents directly observing its inner value in a robust postcondition, while cloned<T> is relational and does not determine the returned value. Existing vstd vocabulary cannot express the reference-count-dependent move-or-clone behavior without an ownership-model issue or an unjustified equality guarantee.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: Clone, A: Allocator>[ Arc::<T, A>::unwrap_or_clone ](this: Arc<T, A>) -> (result: T)
    ensures
        cloned::<T>(*this, result),
;",
core::array::from_fn,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"forall|i: int| 0 <= i < N ==> #[trigger] f.requires((i as usize,)); forall|i: int, x: T, y: T| #![trigger f.ensures((i as usize,), x), f.ensures((i as usize,), y)] 0 <= i < N && f.ensures((i as usize,), x) && f.ensures((i as usize,), y) ==> x == y",,"forall|i: int| 0 <= i < N ==> f.ensures((i as usize,), #[trigger] result@[i])",,The implementation calls f once for every index and stores that value at the same index. Requiring the callback contract to be defined and single-valued on 0..N yields a useful deterministic per-index result relation.,"A useful specification must relate each output element to the corresponding invocation of the stateful FnMut closure. Existing vstd vocabulary only expresses this through higher-order closure contracts, which triggered the semantic issue and does not model ascending state transitions. Output length is already enforced by the return type, so no useful ordinary contract remains.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, const N: usize, F>[
    core::array::from_fn::<T, N, F>
](f: F) -> (result: [T; N])
    where
        F: FnMut(usize) -> T,
    requires
        forall|i: int| 0 <= i < N ==> #[trigger] f.requires((i as usize,)),
        forall|i: int, x: T, y: T|
            #![trigger f.ensures((i as usize,), x), f.ensures((i as usize,), y)]
            0 <= i < N
                && f.ensures((i as usize,), x)
                && f.ensures((i as usize,), y)
                ==> x == y,
    ensures
        forall|i: int| 0 <= i < N ==> f.ensures((i as usize,), #[trigger] result@[i]),
;",
core::array::repeat,add_spec->skip,data_structure,data_structure,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,1,0,0,0,,clone_semantics_unmodeled,clone_behavior_domain_strengthening,,,,"N > 1 ==> (forall|x: T| strictly_cloned::<T>(val, x) ==> x == val)",,forall|i: int| i >= 0 && N > i ==> result@[i] == val,,"For N at most one, no clone result appears. For larger arrays, the source uses the original value once and N - 1 clone results; the precondition requires every permitted clone result of val to equal val, so every returned element equals val.","For arbitrary T: Clone, Rust does not guarantee that cloning preserves Verus equality or any public semantic view. The supplied implementation only establishes that the array is populated through repeated Clone operations; without a public clone-result relation, no useful sound postcondition is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T: core::clone::Clone, const N: usize>[ core::array::repeat::<T, N> ](val: T) -> (result: [T; N])
    requires
        N > 1 ==> (forall|x: T| strictly_cloned::<T>(val, x) ==> x == val),
    ensures
        forall|i: int| i >= 0 && N > i ==> result@[i] == val,
;",
core::cell::UnsafeCell::raw_get,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,verus_error,,,,,,0,0,0,0,0,0,checker_status:verus_error;classification:unsafe_or_representation_sensitive;trivial_equal_fn,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,ptr@.addr == this@.addr; ptr@.provenance == this@.provenance; ptr@.metadata == this@.metadata,,"An opaque external type declaration makes UnsafeCell admissible without exposing its contents. The implementation's transparent pointer casts preserve address, provenance, and metadata for every raw pointer, including null or dangling pointers.","UnsafeCell<T> is unsupported by existing vstd modeling, so an ordinary contract for this declaration does not typecheck. Adding an external type specification solely for this method would enlarge the trusted surface, while address and provenance preservation alone would still omit wide-pointer metadata and would not fully characterize the returned pointer.",,not_applicable,,No requires clause is present.,,,,,"#[verifier::reject_recursive_types(T)]
#[verifier::external_body]
#[verifier::external_type_specification]
pub struct ExUnsafeCell<T>(std::cell::UnsafeCell<T>)
where
    T: std::marker::MetaSized + ?Sized,
;

pub assume_specification<T: ?Sized>[ core::cell::UnsafeCell::<T>::raw_get ](
    this: *const core::cell::UnsafeCell<T>,
) -> (ptr: *mut T)
    ensures
        ptr@.addr == this@.addr,
        ptr@.provenance == this@.provenance,
        ptr@.metadata == this@.metadata,
;",
