target,category,final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_skip,issues_combined,combined_issue_taxonomy_tags,rationale,requires,requires_source_fidelity_classification
std::ffi::OsString::into_boxed_os_str,other,skip,unsafe_or_representation_sensitive,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on unsafe representation, address, alignment, or provenance facts",false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;unsafe_or_representation_sensitive,"The implementation preserves the OsString contents while changing ownership and representation to Box<OsStr>, but no supplied public vstd abstraction exposes a semantic view relating OsString and OsStr. Allocation or pointer identity would not provide the required semantic result relation.",,not_applicable
std::ffi::OsString::into_encoded_bytes,other,skip,source_unspecified_after_exhaustion,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,Rust source or docs leave the value intentionally unspecified for this state,false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;source_unspecified_after_exhaustion,"The result is determined by OsString's unspecified, platform-specific encoding, but no public vstd abstraction exposes that encoded representation. Therefore no useful non-vacuous relation between self and the returned Vec<u8> is expressible.",,not_applicable
std::ffi::OsString::into_string,other,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;needs_new_vstd_abstraction,"The method depends on platform-specific OsString encoding and UTF-8 validity. Without an existing public vstd abstraction for OsString contents, no useful result relation can characterize either successful conversion or its failure condition.",,not_applicable
std::ffi::OsString::leak,other,skip,unsafe_or_representation_sensitive,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on unsafe representation, address, alignment, or provenance facts",false,classification:determinism_checker_unsupported,classification:determinism_checker_unsupported;unsafe_or_representation_sensitive,"The implementation preserves the allocation and returns mutable access to the consumed OsString's contents, but public vstd vocabulary provides no supplied semantic view or identity model relating OsString to OsStr. A sound, non-vacuous result relation therefore cannot be expressed without inventing hidden-state or pointer semantics.",,not_applicable
std::ffi::OsString::new,other,skip,needs_new_vstd_abstraction,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,a source fact is documented but needs new shared vstd vocabulary before it can be expressed,false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;needs_new_vstd_abstraction,"The implementation constructs an empty OsString, but no public vstd semantic view or existing specification vocabulary can express its emptiness without exposing hidden, platform-specific representation.",,not_applicable
std::ffi::OsString::push,other,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;runtime_or_hidden_state,"OsString and OsStr have no existing public vstd semantic abstraction. The implementation appends platform-dependent encoded data through private fields, so no useful post-state relation is expressible without inventing access to hidden state.",,not_applicable
std::ffi::OsString::reserve,other,skip,representation_or_allocator_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,source behavior depends on allocator or representation details outside the public model,false,classification:representation_or_allocator,classification:representation_or_allocator;representation_or_allocator_model_gap,"reserve only changes hidden allocation/capacity state, and no public vstd semantic view for OsString is supplied that can soundly express content preservation or capacity growth.",,not_applicable
std::ffi::OsString::reserve_exact,other,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:representation_or_allocator,classification:representation_or_allocator;runtime_or_hidden_state,"reserve_exact only changes hidden allocator/capacity state, and no public vstd semantic view is available to express that the OsString contents remain unchanged. Its documented capacity guarantee is likewise not expressible without modeling hidden state.",,not_applicable
std::ffi::OsString::shrink_to,other,skip,representation_or_allocator_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,source behavior depends on allocator or representation details outside the public model,false,classification:representation_or_allocator,classification:representation_or_allocator;representation_or_allocator_model_gap,"shrink_to only changes allocator capacity, which is hidden from existing public vstd specification vocabulary. The supplied source and documentation justify capacity bounds and preservation of string contents, but neither property can be expressed here without a public OsString view or capacity model.",,not_applicable
std::ffi::OsString::shrink_to_fit,other,skip,representation_or_allocator_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,source behavior depends on allocator or representation details outside the public model,false,classification:representation_or_allocator,classification:representation_or_allocator;representation_or_allocator_model_gap,"The method only changes allocator/representation capacity, which is hidden from public vstd specification vocabulary. Although the source indicates the string contents are preserved, no supplied public semantic view can express that relation soundly.",,not_applicable
std::ffi::OsString::try_reserve,other,skip,representation_or_allocator_model_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,source behavior depends on allocator or representation details outside the public model,false,classification:representation_or_allocator,classification:representation_or_allocator;representation_or_allocator_model_gap,"The method only changes hidden allocation/capacity state while preserving contents, but no public vstd semantic view for OsString is supplied. Its success or failure also depends on allocator state, so no useful sound result relation is expressible.",,not_applicable
std::ffi::OsString::try_reserve_exact,other,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:representation_or_allocator,classification:representation_or_allocator;runtime_or_hidden_state,"The only documented success guarantee concerns capacity, which is allocator-dependent hidden state without public vstd specification vocabulary. No useful result or mutation relation can be expressed soundly from the supplied source.",,not_applicable
std::ffi::OsString::with_capacity,other,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:representation_or_allocator,classification:representation_or_allocator;runtime_or_hidden_state,"The implementation constructs an empty OsString with allocator capacity stored in private representation. No existing public vstd view can express emptiness or capacity, so no useful non-vacuous result relation is available without modeling hidden state.",,not_applicable
std::fs::DirBuilder::create,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method performs filesystem operations whose success and effects depend on hidden OS state. Without a filesystem-state model, no useful sound relation over its io::Result<()> is expressible using public vstd vocabulary.",,not_applicable
std::fs::DirBuilder::new,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation initializes private platform-specific state and a private recursive flag. No public vstd specification view exposes either property, so no useful sound result relation is expressible.",,not_applicable
std::fs::DirBuilder::recursive,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates DirBuilder's private recursive flag and returns the same mutable reference. Public vstd vocabulary exposes neither that hidden state nor mutable-reference identity, so no useful non-vacuous result relation is expressible.",,not_applicable
std::fs::DirEntry::file_name,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method returns a file name obtained from the DirEntry's private, platform-specific runtime representation. No public vstd view or supplied API law relates DirEntry to OsString, so a useful sound result relation cannot be expressed without modeling hidden state.",,not_applicable
std::fs::DirEntry::file_type,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result depends on filesystem or cached OS state, and the public specification vocabulary provides no sound, useful relation between DirEntry and the returned io::Result<FileType> without modeling that hidden state.",,not_applicable
std::fs::DirEntry::metadata,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"DirEntry::metadata observes filesystem state and may perform an OS metadata lookup. The supplied implementation and documentation justify the return type and non-symlink-traversal behavior, but public vstd vocabulary cannot express a useful relation between the DirEntry and the returned Metadata or I/O error without modeling hidden filesystem state.",,not_applicable
std::fs::DirEntry::path,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The returned PathBuf is constructed from private runtime state inside DirEntry. Although the documentation describes joining the original read_dir path with the entry filename, no public vstd vocabulary exposes those components, so no useful sound result relation is expressible.",,not_applicable
std::fs::File::create,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"File::create depends on external filesystem state and may create, truncate, or fail to open a file. No useful sound relation on std::io::Result<std::fs::File> is expressible using existing public vstd vocabulary without modeling that hidden state.",,not_applicable
std::fs::File::create_new,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,File::create_new depends on external filesystem state. The supplied implementation and documentation provide no useful result relation expressible with existing public vstd vocabulary without modeling that hidden state.,,not_applicable
std::fs::File::lock,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,File::lock depends on OS-visible locking state. Its only documented useful success guarantee—an exclusive lock is held—cannot be expressed using existing public vstd vocabulary without modeling hidden runtime state; even whether it returns an error is partly platform-dependent.,,not_applicable
std::fs::File::lock_shared,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,The return value and shared-lock effect depend on OS/runtime state. The documented useful guarantee—successful return means a shared lock is held—cannot be expressed using existing public vstd vocabulary without modeling hidden lock state.,,not_applicable
std::fs::File::metadata,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"File::metadata queries OS-managed state through self.inner.file_attr(). The supplied source justifies neither success nor any public relation between the File and returned Metadata, so no useful non-vacuous contract is expressible without modeling hidden runtime state.",,not_applicable
std::fs::File::open,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"File::open depends on filesystem and OS runtime state. The supplied implementation only delegates to read-only OpenOptions::open; without a public model of that hidden state, no useful sound relation about the returned io::Result<File> is expressible.",,not_applicable
std::fs::File::options,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation returns OpenOptions::new(), but no supplied public vstd vocabulary exposes the new builder's option state. Therefore, no useful non-vacuous result relation can be expressed without modeling hidden state.",,not_applicable
std::fs::File::set_len,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"File::set_len returns an OS-dependent io::Result<()> and mutates hidden filesystem state through &self. Without a public model of the file, its permissions, or filesystem state, no useful sound result relation is expressible.",,not_applicable
std::fs::File::set_modified,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method delegates to set_times and changes an OS-managed file timestamp. Its io::Result depends on permissions, platform support, and other unspecified OS conditions. Without a public model of filesystem state, no useful sound relation about the result or timestamp effect is expressible.",,not_applicable
std::fs::File::set_permissions,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,The method delegates to OS-specific permission mutation through hidden filesystem state. The supplied source only justifies that it returns std::io::Result<()>; neither success nor failure can be related usefully to public Verus specification state without modeling the file handle and filesystem permissions.,,not_applicable
std::fs::File::set_times,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"File::set_times depends on OS-managed filesystem state and returns io::Result<()> with platform-specific, unspecified failure conditions. Without a public model of file timestamps or hidden runtime state, no useful sound relation on the result is expressible.",,not_applicable
std::fs::File::sync_all,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The return value and synchronization effect depend entirely on hidden OS and filesystem state. No useful, non-vacuous result relation is expressible using public vstd vocabulary.",,not_applicable
std::fs::File::sync_data,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"sync_data returns an io::Result determined by filesystem and OS state. The supplied implementation only delegates to hidden runtime datasync behavior, and public vstd vocabulary cannot soundly relate the result to visible File state.",,not_applicable
std::fs::File::try_clone,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,`File::try_clone` depends on OS/runtime state and may fail. Its useful guarantee—that a successful `File` shares the same underlying handle and file position with `self`—cannot be expressed using existing public vstd vocabulary without modeling hidden file state or private fields.,,not_applicable
std::fs::File::try_lock,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result depends on external OS lock state and platform-specific behavior. Although Ok(()) means an exclusive lock was acquired, no public vstd vocabulary can express that hidden state, and no other useful result relation is documented.",,not_applicable
std::fs::File::try_lock_shared,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result and lock acquisition depend entirely on hidden OS runtime state. The public API exposes no vstd-modeled state from which a useful, sound result relation can be expressed.",,not_applicable
std::fs::File::unlock,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"File::unlock depends on OS-managed file-lock state and returns an io::Result<()> whose success or error cannot be usefully related to public vstd state. The supplied documentation explicitly permits either success or error when no lock is held, so no non-vacuous sound result relation is expressible without modeling hidden runtime state.",,not_applicable
std::fs::FileTimes::new,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation returns FileTimes::default(), representing no timestamps set, but FileTimes has no supplied public specification view or observable relation that expresses this state. Its documented effect is only observable through later OS-facing File::set_times behavior.",,not_applicable
std::fs::FileTimes::set_accessed,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method updates private FileTimes state and returns the modified value, but no public vstd specification view exposes that state. Therefore no useful, non-vacuous result relation is expressible.",,not_applicable
std::fs::FileTimes::set_modified,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method updates a private platform-specific FileTimes field and returns the modified value. No public vstd view exposes that state, so no useful sound result relation is expressible.",,not_applicable
std::fs::FileType::is_dir,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation delegates to the private platform-specific FileType representation. No public vstd view exposes that state, so no useful result relation can be expressed soundly.",,not_applicable
std::fs::FileType::is_file,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result depends on FileType's private platform-specific representation. Although the documentation states mutual exclusion with is_dir and is_symlink, no public vstd specification vocabulary exposes those classifications, so no useful sound result relation is expressible.",,not_applicable
std::fs::FileType::is_symlink,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The result depends on the private platform-specific FileType representation. Although the documentation states mutual exclusion with is_dir and is_file, no public vstd specification vocabulary is supplied for relating these methods, so no useful non-vacuous result relation is expressible.",,not_applicable
std::fs::Metadata::accessed,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The access time and possible error are derived from platform-specific metadata with no public vstd model exposing that hidden state. The supplied documentation permits both Ok and Err, so no useful non-vacuous result relation is justified.",,not_applicable
std::fs::Metadata::created,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,Metadata::created reads platform/filesystem-dependent creation-time state and may return Err when unavailable. The supplied public API exposes no vstd vocabulary that can soundly relate the Result<SystemTime> to Metadata without modeling hidden OS state.,,not_applicable
std::fs::Metadata::file_type,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation derives FileType from Metadata's private platform-specific state, but no public vstd specification view relates either type to that hidden state. Therefore no useful, non-vacuous result relation is expressible.",,not_applicable
std::fs::Metadata::is_dir,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation delegates to FileType::is_dir, but no public vstd specification vocabulary is supplied for Metadata or FileType. A useful result relation therefore cannot be expressed without modeling hidden fields or runtime state.",,not_applicable
std::fs::Metadata::is_file,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"Although `Metadata::is_file` delegates to `self.file_type().is_file()`, no public vstd specification vocabulary is supplied for observing a `Metadata` value's file type. Therefore no useful, sound result relation can be expressed without modeling hidden OS/runtime state or inventing a private view.",,not_applicable
std::fs::Metadata::is_symlink,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method delegates to `self.file_type().is_symlink()`, but no public vstd specification vocabulary models `Metadata` or `FileType`. Therefore no useful, non-vacuous result relation can be expressed without exposing hidden state or specifying another unmodeled runtime method.",,not_applicable
std::fs::Metadata::len,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The implementation returns a size stored in private, platform-specific metadata. No public vstd vocabulary exposes that hidden value, and the u64 return type already provides the only state-independent fact.",,not_applicable
std::fs::Metadata::modified,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method returns an OS-provided modification time or an error when unavailable. Without a public model of Metadata, SystemTime, or platform state, no useful sound result relation is expressible.",,not_applicable
std::fs::Metadata::permissions,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,The method copies permissions from private platform-specific metadata state into an opaque std::fs::Permissions value. No supplied public vstd vocabulary can express a useful relation between self and the result without exposing hidden state.,,not_applicable
std::fs::OpenOptions::append,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates OpenOptions' hidden platform-specific state. Its only externally justified result fact is that it returns the same mutable reference, but no suitable public vstd specification vocabulary is supplied for expressing reference identity without conflating it with a semantic value view.",,not_applicable
std::fs::OpenOptions::create,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates private OpenOptions state and returns the same mutable reference. Public vstd vocabulary cannot describe the updated create flag, while a value/view equality would not soundly express reference identity.",,not_applicable
std::fs::OpenOptions::create_new,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"The method mutates private OpenOptions state and returns the same mutable reference, but no public vstd view exposes the create_new setting and semantic equality cannot soundly express reference identity. No useful non-vacuous postcondition is available.",,not_applicable
std::fs::OpenOptions::new,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,"Although the source documents that all options are initially false, OpenOptions exposes no public vstd specification view for expressing those option values. Construction alone provides no useful observable result relation without modeling private platform-dependent state.",,not_applicable
std::fs::OpenOptions::open,io_os_runtime,skip,runtime_or_hidden_state,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,"source behavior depends on OS, runtime, synchronization, or compiler-maintained hidden state",false,classification:runtime_or_hidden_state,classification:runtime_or_hidden_state;runtime_or_hidden_state,The result depends on filesystem and OS runtime state. The public specification vocabulary cannot soundly relate the returned io::Result<File> to the path or private OpenOptions state without modeling that hidden state.,,not_applicable
