target,ensures,classification,evidence_kind,rationale,source_reference,source_excerpt
core::slice::split_first,"ret.is_some() == (slice@.len() > 0); match ret {
            Some((first, tail)) =>
                *first == slice@[0]
                && tail@ == slice@.subrange(1, slice@.len() as int),
            None => true,
        }",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:198 is the classified Rust declaration/source_context for `slice::split_first`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:198,"194:     #[stable(feature = ""slice_splits"", since = ""1.5.0"")]
195:     #[rustc_const_stable(feature = ""const_slice_first_last_not_mut"", since = ""1.56.0"")]
196:     #[inline]
197:     #[must_use]
198:     pub const fn split_first(&self) -> Option<(&T, &[T])> {
199:         if let [first, tail @ ..] = self { Some((first, tail)) } else { None }
200:     }
201: 
202:     /// Returns the first and all the rest of the elements of the slice, or `None` if it is empty.
203:     ///
204:     /// # Examples
205:     ///
206:     /// ```"
core::slice::split_first_chunk,"ret.is_some() <==> N <= slice.len(); ret.is_some() ==> ret.unwrap().0@ == slice@.subrange(0, N as int); ret.is_some() ==> ret.unwrap().1@ == slice@.subrange(N as int, slice@.len() as int)",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:387 is the classified Rust declaration/source_context for `slice::split_first_chunk`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:387,"383:     /// ```
384:     #[inline]
385:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
386:     #[rustc_const_stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
387:     pub const fn split_first_chunk<const N: usize>(&self) -> Option<(&[T; N], &[T])> {
388:         let Some((first, tail)) = self.split_at_checked(N) else { return None };
389: 
390:         // SAFETY: We explicitly check for the correct number of elements,
391:         //   and do not let the references outlive the slice.
392:         Some((unsafe { &*(first.as_ptr().cast_array()) }, tail))
393:     }
394: 
395:     /// Returns a mutable array reference to the first `N` items in the slice and the remaining"
core::slice::split_first_chunk_mut,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some((first, tail)) ==> {
            &&& first@ == old(slice)@.subrange(0, N as int)
            &&& tail@ == old(slice)@.subrange(N as int, old(slice)@.len() as int)
            &&& final(first)@ == first@
            &&& final(tail)@ == tail@
            &&& final(slice)@ == final(first)@ + final(tail)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_option_mut_tuple_view_source_gate,core/src/slice/mod.rs:417 branches on the checked split and returns the documented mutable chunk/tail tuple; the ensures clauses model the source-backed Some/None tuple views and input post-state.,core/src/slice/mod.rs:417,"413:     /// ```
414:     #[inline]
415:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
416:     #[rustc_const_stable(feature = ""const_slice_first_last_chunk"", since = ""1.83.0"")]
417:     pub const fn split_first_chunk_mut<const N: usize>(
418:         &mut self,
419:     ) -> Option<(&mut [T; N], &mut [T])> {
420:         let Some((first, tail)) = self.split_at_mut_checked(N) else { return None };
421: 
422:         // SAFETY: We explicitly check for the correct number of elements,
423:         //   do not let the reference outlive the slice,
424:         //   and enforce exclusive mutability of the chunk by the split.
425:         Some((unsafe { &mut *(first.as_mut_ptr().cast_array()) }, tail))"
core::slice::split_first_mut,"ret is Some == (old(slice)@.len() != 0); ret matches Some((first, tail)) ==> {
            &&& *first == old(slice)@[0]
            &&& tail@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& *final(first) == *first
            &&& final(tail)@ == tail@
            &&& final(slice)@ == seq![*final(first)] + final(tail)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_single_element_mut_split_source_gate,core/src/slice/mod.rs:220 splits off the first/last mutable element exactly as documented and implemented; the ensures clauses model the returned element/rest views and final input state.,core/src/slice/mod.rs:220,"216:     #[stable(feature = ""slice_splits"", since = ""1.5.0"")]
217:     #[rustc_const_stable(feature = ""const_slice_first_last"", since = ""1.83.0"")]
218:     #[inline]
219:     #[must_use]
220:     pub const fn split_first_mut(&mut self) -> Option<(&mut T, &mut [T])> {
221:         if let [first, tail @ ..] = self { Some((first, tail)) } else { None }
222:     }
223: 
224:     /// Returns the last and all the rest of the elements of the slice, or `None` if it is empty.
225:     ///
226:     /// # Examples
227:     ///
228:     /// ```"
core::slice::split_last,"ret.is_some() == (slice@.len() > 0); ret.is_some() ==> *ret.unwrap().0 == slice@[slice@.len() - 1]; ret.is_some() ==> ret.unwrap().1@ == slice@.subrange(0, slice@.len() - 1)",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:240 is the classified Rust declaration/source_context for `slice::split_last`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:240,"236:     #[stable(feature = ""slice_splits"", since = ""1.5.0"")]
237:     #[rustc_const_stable(feature = ""const_slice_first_last_not_mut"", since = ""1.56.0"")]
238:     #[inline]
239:     #[must_use]
240:     pub const fn split_last(&self) -> Option<(&T, &[T])> {
241:         if let [init @ .., last] = self { Some((last, init)) } else { None }
242:     }
243: 
244:     /// Returns the last and all the rest of the elements of the slice, or `None` if it is empty.
245:     ///
246:     /// # Examples
247:     ///
248:     /// ```"
core::slice::split_last_chunk,"ret matches Some(_) <==> N <= slice@.len(); ret matches Some(parts) ==> parts.0@ == slice@.subrange(0, slice@.len() - N as int); ret matches Some(parts) ==> parts.1@ == slice@.subrange(slice@.len() - N as int, slice@.len() as int)",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:447 is the classified Rust declaration/source_context for `slice::split_last_chunk`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:447,"443:     /// ```
444:     #[inline]
445:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
446:     #[rustc_const_stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
447:     pub const fn split_last_chunk<const N: usize>(&self) -> Option<(&[T], &[T; N])> {
448:         let Some(index) = self.len().checked_sub(N) else { return None };
449:         let (init, last) = self.split_at(index);
450: 
451:         // SAFETY: We explicitly check for the correct number of elements,
452:         //   and do not let the references outlive the slice.
453:         Some((init, unsafe { &*(last.as_ptr().cast_array()) }))
454:     }
455: "
core::slice::split_last_chunk_mut,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some((init, last)) ==> {
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - N as int)
            &&& last@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(init)@ == init@
            &&& final(last)@ == last@
            &&& final(slice)@ == final(init)@ + final(last)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_option_mut_tuple_view_source_gate,core/src/slice/mod.rs:478 branches on the checked split and returns the documented mutable chunk/tail tuple; the ensures clauses model the source-backed Some/None tuple views and input post-state.,core/src/slice/mod.rs:478,"474:     /// ```
475:     #[inline]
476:     #[stable(feature = ""slice_first_last_chunk"", since = ""1.77.0"")]
477:     #[rustc_const_stable(feature = ""const_slice_first_last_chunk"", since = ""1.83.0"")]
478:     pub const fn split_last_chunk_mut<const N: usize>(
479:         &mut self,
480:     ) -> Option<(&mut [T], &mut [T; N])> {
481:         let Some(index) = self.len().checked_sub(N) else { return None };
482:         let (init, last) = self.split_at_mut(index);
483: 
484:         // SAFETY: We explicitly check for the correct number of elements,
485:         //   do not let the reference outlive the slice,
486:         //   and enforce exclusive mutability of the chunk by the split."
core::slice::split_last_mut,"ret is Some == (old(slice)@.len() != 0); ret matches Some((last, init)) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& *final(last) == *last
            &&& final(init)@ == init@
            &&& final(slice)@ == final(init)@ + seq![*final(last)]
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_single_element_mut_split_source_gate,core/src/slice/mod.rs:262 splits off the first/last mutable element exactly as documented and implemented; the ensures clauses model the returned element/rest views and final input state.,core/src/slice/mod.rs:262,"258:     #[stable(feature = ""slice_splits"", since = ""1.5.0"")]
259:     #[rustc_const_stable(feature = ""const_slice_first_last"", since = ""1.83.0"")]
260:     #[inline]
261:     #[must_use]
262:     pub const fn split_last_mut(&mut self) -> Option<(&mut T, &mut [T])> {
263:         if let [init @ .., last] = self { Some((last, init)) } else { None }
264:     }
265: 
266:     /// Returns the last element of the slice, or `None` if it is empty.
267:     ///
268:     /// # Examples
269:     ///
270:     /// ```"
core::slice::split_off_first,"ret.is_none() == (old(slice)@.len() == 0); ret.is_some() ==> *ret.unwrap() == old(slice)@[0]; old(slice)@.len() == 0 ==> final(slice)@ == old(slice)@; old(slice)@.len() > 0 ==> final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:5017 is the classified Rust declaration/source_context for `slice::split_off_first`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:5017,"5013:     /// ```
5014:     #[inline]
5015:     #[stable(feature = ""slice_take"", since = ""1.87.0"")]
5016:     #[rustc_const_unstable(feature = ""const_split_off_first_last"", issue = ""138539"")]
5017:     pub const fn split_off_first<'a>(self: &mut &'a Self) -> Option<&'a T> {
5018:         // FIXME(const-hack): Use `?` when available in const instead of `let-else`.
5019:         let Some((first, rem)) = self.split_first() else { return None };
5020:         *self = rem;
5021:         Some(first)
5022:     }
5023: 
5024:     /// Removes the first element of the slice and returns a mutable
5025:     /// reference to it."
core::slice::split_off_first_mut,"ret is Some == (old(slice)@.len() != 0); ret matches Some(first) ==> {
            &&& *first == old(slice)@[0]
            &&& *final(first) == *first
            &&& final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& old(slice)@ == seq![*final(first)] + final(slice)@
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_single_element_mut_split_source_gate,core/src/slice/mod.rs:5042 splits off the first/last mutable element exactly as documented and implemented; the ensures clauses model the returned element/rest views and final input state.,core/src/slice/mod.rs:5042,"5038:     /// ```
5039:     #[inline]
5040:     #[stable(feature = ""slice_take"", since = ""1.87.0"")]
5041:     #[rustc_const_unstable(feature = ""const_split_off_first_last"", issue = ""138539"")]
5042:     pub const fn split_off_first_mut<'a>(self: &mut &'a mut Self) -> Option<&'a mut T> {
5043:         // FIXME(const-hack): Use `mem::take` and `?` when available in const.
5044:         // Original: `mem::take(self).split_first_mut()?`
5045:         let Some((first, rem)) = mem::replace(self, &mut []).split_first_mut() else { return None };
5046:         *self = rem;
5047:         Some(first)
5048:     }
5049: 
5050:     /// Removes the last element of the slice and returns a reference"
core::slice::split_off_last_mut,"ret is Some == (old(slice)@.len() != 0); ret matches Some(last) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& *final(last) == *last
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& old(slice)@ == final(slice)@ + seq![*final(last)]
        }; ret is None ==> final(slice)@ == old(slice)@",source_justified,exact_single_element_mut_split_source_gate,core/src/slice/mod.rs:5092 splits off the first/last mutable element exactly as documented and implemented; the ensures clauses model the returned element/rest views and final input state.,core/src/slice/mod.rs:5092,"5088:     /// ```
5089:     #[inline]
5090:     #[stable(feature = ""slice_take"", since = ""1.87.0"")]
5091:     #[rustc_const_unstable(feature = ""const_split_off_first_last"", issue = ""138539"")]
5092:     pub const fn split_off_last_mut<'a>(self: &mut &'a mut Self) -> Option<&'a mut T> {
5093:         // FIXME(const-hack): Use `mem::take` and `?` when available in const.
5094:         // Original: `mem::take(self).split_last_mut()?`
5095:         let Some((last, rem)) = mem::replace(self, &mut []).split_last_mut() else { return None };
5096:         *self = rem;
5097:         Some(last)
5098:     }
5099: 
5100:     /// Returns mutable references to many indices at once, without doing any checks."
core::slice::starts_with,"ret <==> (
            needle@.len() <= slice@.len()
            && forall|i: int| 0 <= i < needle@.len() ==> slice@[i].eq_spec(&needle@[i])
        )",source_justified,slice_declaration_source_context,"core/src/slice/mod.rs:2624 is the classified Rust declaration/source_context for `slice::starts_with`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/mod.rs:2624,"2620:     /// assert!(v.starts_with(&[]));
2621:     /// ```
2622:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
2623:     #[must_use]
2624:     pub fn starts_with(&self, needle: &[T]) -> bool
2625:     where
2626:         T: PartialEq,
2627:     {
2628:         let n = needle.len();
2629:         self.len() >= n && needle == &self[..n]
2630:     }
2631: 
2632:     /// Returns `true` if `needle` is a suffix of the slice or equal to the slice."
core::slice::trim_ascii,"exists|start: int, end: int| {
            &&& 0 <= start <= end <= slice@.len()
            &&& r@ == slice@.subrange(start, end)
            &&& (forall|i: int| 0 <= i < start ==> spec_is_ascii_whitespace(slice@[i]))
            &&& (forall|i: int| end <= i < slice@.len() ==> spec_is_ascii_whitespace(slice@[i]))
            &&& (start < end ==> !spec_is_ascii_whitespace(slice@[start]))
            &&& (start < end ==> !spec_is_ascii_whitespace(slice@[end - 1]))
        }",source_justified,slice_declaration_source_context,"core/src/slice/ascii.rs:308 is the classified Rust declaration/source_context for `slice::trim_ascii`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/ascii.rs:308,"304:     /// ```
305:     #[stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
306:     #[rustc_const_stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
307:     #[inline]
308:     pub const fn trim_ascii(&self) -> &[u8] {
309:         self.trim_ascii_start().trim_ascii_end()
310:     }
311: }
312: 
313: impl_fn_for_zst! {
314:     #[derive(Clone)]
315:     struct EscapeByte impl Fn = |byte: &u8| -> ascii::EscapeDefault {
316:         ascii::escape_default(*byte)"
core::slice::trim_ascii_end,"result@ == slice@.subrange(0, result@.len() as int); result@.len() <= slice@.len(); forall|i: int| result@.len() <= i < slice@.len() ==> {
            let byte = #[trigger] slice@[i];
            byte == 0x09 || byte == 0x0a || byte == 0x0c || byte == 0x0d || byte == 0x20
        }; result@.len() > 0 ==> {
            let byte = result@[(result@.len() - 1) as int];
            !(byte == 0x09 || byte == 0x0a || byte == 0x0c || byte == 0x0d || byte == 0x20)
        }",source_justified,slice_declaration_source_context,"core/src/slice/ascii.rs:274 is the classified Rust declaration/source_context for `slice::trim_ascii_end`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/ascii.rs:274,"270:     /// ```
271:     #[stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
272:     #[rustc_const_stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
273:     #[inline]
274:     pub const fn trim_ascii_end(&self) -> &[u8] {
275:         let mut bytes = self;
276:         // Note: A pattern matching based approach (instead of indexing) allows
277:         // making the function const.
278:         while let [rest @ .., last] = bytes {
279:             if last.is_ascii_whitespace() {
280:                 bytes = rest;
281:             } else {
282:                 break;"
core::slice::trim_ascii_start,"exists|start: int|
            0 <= start <= slice@.len()
            && (forall|i: int| 0 <= i < start ==> (
                slice@[i] == 0x09u8
                || slice@[i] == 0x0au8
                || slice@[i] == 0x0cu8
                || slice@[i] == 0x0du8
                || slice@[i] == 0x20u8
            ))
            && (start == slice@.len() || (
                slice@[start] != 0x09u8
                && slice@[start] != 0x0au8
                && slice@[start] != 0x0cu8
                && slice@[start] != 0x0du8
                && slice@[start] != 0x20u8
            ))
            && ret@ == slice@.subrange(start, slice@.len() as int)",source_justified,slice_declaration_source_context,"core/src/slice/ascii.rs:241 is the classified Rust declaration/source_context for `slice::trim_ascii_start`; the accepted ensures clauses model only the documented observable slice view, split/chunk relation, ASCII predicate, search result, or returned array/slice view from that source.",core/src/slice/ascii.rs:241,"237:     /// ```
238:     #[stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
239:     #[rustc_const_stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
240:     #[inline]
241:     pub const fn trim_ascii_start(&self) -> &[u8] {
242:         let mut bytes = self;
243:         // Note: A pattern matching based approach (instead of indexing) allows
244:         // making the function const.
245:         while let [first, rest @ ..] = bytes {
246:             if first.is_ascii_whitespace() {
247:                 bytes = rest;
248:             } else {
249:                 break;"
core::str::ceil_char_boundary,result <= s.len(); index >= s.len() ==> result == s.len(); index < s.len() ==> index <= result; s.is_char_boundary(result); forall|i: usize| index <= i && i < result ==> !s.is_char_boundary(i),source_justified,str_declaration_source_context,"core/src/str/mod.rs:480 is the classified Rust declaration/source_context for `str::ceil_char_boundary`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:480,"476:     /// ```
477:     #[stable(feature = ""round_char_boundary"", since = ""1.91.0"")]
478:     #[rustc_const_stable(feature = ""round_char_boundary"", since = ""1.91.0"")]
479:     #[inline]
480:     pub const fn ceil_char_boundary(&self, index: usize) -> usize {
481:         if index >= self.len() {
482:             self.len()
483:         } else {
484:             let mut i = index;
485:             while !self.as_bytes()[i].is_utf8_char_boundary() {
486:                 i += 1;
487:                 if i >= self.len() {
488:                     break;"
core::str::eq_ignore_ascii_case,result == (s.spec_bytes().len() == other.spec_bytes().len() && forall|i: int| 0 <= i < s.spec_bytes().len() ==> (if 65 <= s.spec_bytes()[i] && s.spec_bytes()[i] <= 90 { (s.spec_bytes()[i] as int) + 32 } else { s.spec_bytes()[i] as int }) == (if 65 <= other.spec_bytes()[i] && other.spec_bytes()[i] <= 90 { (other.spec_bytes()[i] as int) + 32 } else { other.spec_bytes()[i] as int })),source_justified,str_declaration_source_context,"core/src/str/mod.rs:2859 is the classified Rust declaration/source_context for `str::eq_ignore_ascii_case`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2859,"2855:     #[stable(feature = ""ascii_methods_on_intrinsics"", since = ""1.23.0"")]
2856:     #[rustc_const_stable(feature = ""const_eq_ignore_ascii_case"", since = ""1.89.0"")]
2857:     #[must_use]
2858:     #[inline]
2859:     pub const fn eq_ignore_ascii_case(&self, other: &str) -> bool {
2860:         self.as_bytes().eq_ignore_ascii_case(other.as_bytes())
2861:     }
2862: 
2863:     /// Checks that two strings are a caseless match, according to
2864:     /// [Definition 144] in Chapter 3 of the Unicode Standard.
2865:     ///
2866:     /// [Definition 144]: https://www.unicode.org/versions/latest/core-spec/chapter-3/#G53513
2867:     ///"
core::str::floor_char_boundary,result <= index; result <= s.spec_bytes().len(); s.is_char_boundary(result); forall|i: usize| result < i && i <= index ==> !s.is_char_boundary(i),source_justified,str_declaration_source_context,"core/src/str/mod.rs:423 is the classified Rust declaration/source_context for `str::floor_char_boundary`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:423,"419:     /// ```
420:     #[stable(feature = ""round_char_boundary"", since = ""1.91.0"")]
421:     #[rustc_const_stable(feature = ""round_char_boundary"", since = ""1.91.0"")]
422:     #[inline]
423:     pub const fn floor_char_boundary(&self, index: usize) -> usize {
424:         if index >= self.len() {
425:             return self.len();
426:         }
427:         if self.as_bytes()[index].is_utf8_char_boundary() {
428:             return index;
429:         }
430:         // Unlike `ceil_char_boundary`, the loop is unrolled manually to prevent the compiler from
431:         // generating excessive unrolled loop bodies when `index` is statically known."
core::str::from_utf8,valid_utf8(v@) ==> (result matches Ok(string) && string@ == decode_utf8(v@)); !valid_utf8(v@) ==> result is Err,source_justified,exact_str_from_utf8_source_gate,core/src/str/mod.rs:252 delegates validation to `run_utf8_validation` and returns Ok only through `from_utf8_unchecked`; the ensures clauses model precisely the valid/invalid UTF-8 result branches.,core/src/str/mod.rs:252,"248:     /// ```
249:     #[stable(feature = ""inherent_str_constructors"", since = ""1.87.0"")]
250:     #[rustc_const_stable(feature = ""inherent_str_constructors"", since = ""1.87.0"")]
251:     #[rustc_diagnostic_item = ""str_inherent_from_utf8""]
252:     pub const fn from_utf8(v: &[u8]) -> Result<&str, Utf8Error> {
253:         converts::from_utf8(v)
254:     }
255: 
256:     /// Converts a mutable slice of bytes to a mutable string slice.
257:     ///
258:     /// # Examples
259:     ///
260:     /// Basic usage:"
core::str::from_utf8_mut,final(v)@ == old(v)@; valid_utf8(old(v)@) ==> (result matches Ok(string) && string@ == decode_utf8(old(v)@)); !valid_utf8(old(v)@) ==> result is Err,source_justified,exact_str_from_utf8_mut_source_gate,core/src/str/mod.rs:285 delegates mutable-byte validation to `run_utf8_validation` and returns Ok only through `from_utf8_unchecked_mut`; the ensures clauses model the preserved byte slice and exact valid/invalid UTF-8 result branches.,core/src/str/mod.rs:285,"281:     /// errors that can be returned.
282:     #[stable(feature = ""inherent_str_constructors"", since = ""1.87.0"")]
283:     #[rustc_const_stable(feature = ""const_str_from_utf8"", since = ""1.87.0"")]
284:     #[rustc_diagnostic_item = ""str_inherent_from_utf8_mut""]
285:     pub const fn from_utf8_mut(v: &mut [u8]) -> Result<&mut str, Utf8Error> {
286:         converts::from_utf8_mut(v)
287:     }
288: 
289:     /// Converts a slice of bytes to a string slice without checking
290:     /// that the string contains valid UTF-8.
291:     ///
292:     /// See the safe version, [`from_utf8`], for more information.
293:     ///"
core::str::make_ascii_lowercase,"final(s).spec_bytes().len() == old(s).spec_bytes().len(); forall|i: int| 0 <= i < old(s).spec_bytes().len() ==> #[trigger] final(s).spec_bytes()[i] as int
            == if 0x41u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x5au8 {
                old(s).spec_bytes()[i] as int + 32
            } else {
                old(s).spec_bytes()[i] as int
            }",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2966 is the classified Rust declaration/source_context for `str::make_ascii_lowercase`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2966,"2962:     /// ```
2963:     #[stable(feature = ""ascii_methods_on_intrinsics"", since = ""1.23.0"")]
2964:     #[rustc_const_stable(feature = ""const_make_ascii"", since = ""1.84.0"")]
2965:     #[inline]
2966:     pub const fn make_ascii_lowercase(&mut self) {
2967:         // SAFETY: changing ASCII letters only does not invalidate UTF-8.
2968:         let me = unsafe { self.as_bytes_mut() };
2969:         me.make_ascii_lowercase()
2970:     }
2971: 
2972:     /// Returns a string slice with leading ASCII whitespace removed.
2973:     ///
2974:     /// 'Whitespace' refers to the definition used by"
core::str::make_ascii_uppercase,"final(s).spec_bytes().len() == old(s).spec_bytes().len(); forall|i: int| 0 <= i < old(s).spec_bytes().len() ==>
            final(s).spec_bytes()[i] as int == if 0x61u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x7au8 {
                old(s).spec_bytes()[i] as int - 0x20int
            } else {
                old(s).spec_bytes()[i] as int
            }",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2938 is the classified Rust declaration/source_context for `str::make_ascii_uppercase`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2938,"2934:     /// ```
2935:     #[stable(feature = ""ascii_methods_on_intrinsics"", since = ""1.23.0"")]
2936:     #[rustc_const_stable(feature = ""const_make_ascii"", since = ""1.84.0"")]
2937:     #[inline]
2938:     pub const fn make_ascii_uppercase(&mut self) {
2939:         // SAFETY: changing ASCII letters only does not invalidate UTF-8.
2940:         let me = unsafe { self.as_bytes_mut() };
2941:         me.make_ascii_uppercase()
2942:     }
2943: 
2944:     /// Converts this string to its ASCII lower case equivalent in-place.
2945:     ///
2946:     /// ASCII letters 'A' to 'Z' are mapped to 'a' to 'z',"
core::str::split_at_checked,"ret.is_some() == is_char_boundary(s.spec_bytes(), mid as int); ret.is_some() ==> ret.unwrap().0.spec_bytes() == s.spec_bytes().subrange(0, mid as int); ret.is_some() ==> ret.unwrap().1.spec_bytes() == s.spec_bytes().subrange(mid as int, s.spec_bytes().len() as int)",source_justified,exact_str_split_at_checked_source_gate,core/src/str/mod.rs:940 checks the UTF-8 character boundary and delegates the successful branch to `split_at_unchecked`; the ensures clauses model that byte-view Some/None behavior.,core/src/str/mod.rs:940,"902:         if self.is_char_boundary(mid) {
912:     /// The argument, `mid`, should be a valid byte offset from the start of the
913:     /// string. It must also be on the boundary of a UTF-8 code point. The
914:     /// method returns `None` if that’s not the case.
916:     /// The two slices returned go from the start of the string slice to `mid`,
933:     /// assert_eq!(None, s.split_at_checked(13));  // Inside “ö”
934:     /// assert_eq!(None, s.split_at_checked(16));  // Beyond the string length
940:     pub const fn split_at_checked(&self, mid: usize) -> Option<(&str, &str)> {
942:         if self.is_char_boundary(mid) {
944:             Some(unsafe { self.split_at_unchecked(mid) })
946:             None
952:     /// The argument, `mid`, should be a valid byte offset from the start of the
953:     /// string. It must also be on the boundary of a UTF-8 code point. The
954:     /// method returns `None` if that’s not the case.
956:     /// The two slices returned go from the start of the string slice to `mid`,
974:     /// assert_eq!(None, s.split_at_mut_checked(13));  // Inside “ö”
975:     /// assert_eq!(None, s.split_at_mut_checked(16));  // Beyond the string length
983:         if self.is_char_boundary(mid) {"
core::str::split_at_mut_checked,"ret is Some <==> is_char_boundary(old(s).spec_bytes(), mid as int); ret matches Some((left, right)) ==> {
            &&& left.spec_bytes() =~= old(s).spec_bytes().subrange(0, mid as int)
            &&& right.spec_bytes() =~= old(s).spec_bytes().subrange(mid as int, old(s).spec_bytes().len() as int)
            &&& final(left).spec_bytes() == left.spec_bytes()
            &&& final(right).spec_bytes() == right.spec_bytes()
            &&& final(s).spec_bytes() == final(left).spec_bytes() + final(right).spec_bytes()
        }; ret is None ==> final(s).spec_bytes() == old(s).spec_bytes()",source_justified,exact_str_split_at_mut_checked_source_gate,core/src/str/mod.rs:981 checks the UTF-8 character boundary and builds mutable prefix/suffix strings from the split byte slices; the ensures clauses model that exact source-backed Some/None behavior.,core/src/str/mod.rs:981,"942:         if self.is_char_boundary(mid) {
946:             None
952:     /// The argument, `mid`, should be a valid byte offset from the start of the
953:     /// string. It must also be on the boundary of a UTF-8 code point. The
954:     /// method returns `None` if that’s not the case.
974:     /// assert_eq!(None, s.split_at_mut_checked(13));  // Inside “ö”
975:     /// assert_eq!(None, s.split_at_mut_checked(16));  // Beyond the string length
981:     pub const fn split_at_mut_checked(&mut self, mid: usize) -> Option<(&mut str, &mut str)> {
983:         if self.is_char_boundary(mid) {
985:             Some(unsafe { self.split_at_mut_unchecked(mid) })
987:             None
995:     /// The caller must ensure that `mid` is a valid byte offset from the start
996:     /// of the string and falls on the boundary of a UTF-8 code point.
1014:     /// The caller must ensure that `mid` is a valid byte offset from the start
1015:     /// of the string and falls on the boundary of a UTF-8 code point.
1022:                 from_utf8_unchecked_mut(slice::from_raw_parts_mut(ptr, mid)),
1023:                 from_utf8_unchecked_mut(slice::from_raw_parts_mut(ptr.add(mid), len - mid)),"
